model_source,equipment,true_label,P_fault,W_severity,W_detection,risk_score,risk_tier
CWRU (bearing proxy),Trunnion Bearing (Ball Mill),IR,1.0,1.0,1.0,100.0,Critical
CWRU (bearing proxy),Separator Bearing,OR,1.0,0.3,0.845,25.35,Low
CWRU (bearing proxy),Separator Bearing,OR,1.0,0.3,0.935,28.050000000000004,Low
CWRU (bearing proxy),Separator Bearing,IR,1.0,0.3,0.99,29.7,Low
CWRU (bearing proxy),Main Drive Motor Bearing,OR,1.0,0.5,1.0,50.0,Medium
CWRU (bearing proxy),Main Drive Motor Bearing,B,1.0,0.5,0.8825000000000001,44.125,Medium
CWRU (bearing proxy),Separator Bearing,OR,1.0,0.3,0.8775,26.325,Low
CWRU (bearing proxy),Mill Fan / Auxiliary Bearing,OR,1.0,0.25,0.5025,12.562499999999998,Low
CWRU (bearing proxy),Mill Fan / Auxiliary Bearing,OR,1.0,0.25,0.54,13.5,Low
CWRU (bearing proxy),Main Drive Motor Bearing,OR,1.0,0.5,0.9824999999999999,49.125,Medium
CWRU (bearing proxy),Main Drive Motor Bearing,OR,1.0,0.5,0.9,45.0,Medium
CWRU (bearing proxy),Mill Fan / Auxiliary Bearing,OR,1.0,0.25,1.0,25.0,Low
CWRU (bearing proxy),Separator Bearing,B,1.0,0.3,0.9199999999999999,27.599999999999998,Low
CWRU (bearing proxy),Main Drive Motor Bearing,OR,1.0,0.5,1.0,50.0,Medium
CWRU (bearing proxy),Separator Bearing,IR,1.0,0.3,0.975,29.25,Low
CWRU (bearing proxy),Trunnion Bearing (Ball Mill),B,1.0,1.0,0.7575,75.75,High
CWRU (bearing proxy),Main Drive Motor Bearing,OR,1.0,0.5,1.0,50.0,Medium
CWRU (bearing proxy),Separator Bearing,IR,1.0,0.3,0.835,25.05,Low
CWRU (bearing proxy),Separator Bearing,OR,1.0,0.3,1.0,30.0,Medium
CWRU (bearing proxy),Separator Bearing,OR,1.0,0.3,1.0,30.0,Medium
CWRU (bearing proxy),Main Drive Motor Bearing,OR,1.0,0.5,0.995,49.75,Medium
CWRU (bearing proxy),Separator Bearing,IR,1.0,0.3,0.995,29.849999999999998,Low
CWRU (bearing proxy),Separator Bearing,OR,1.0,0.3,1.0,30.0,Medium
CWRU (bearing proxy),Separator Bearing,IR,1.0,0.3,1.0,30.0,Medium
CWRU (bearing proxy),Trunnion Bearing (Ball Mill),OR,1.0,1.0,0.995,99.5,Critical
CWRU (bearing proxy),Mill Fan / Auxiliary Bearing,B,1.0,0.25,0.975,24.375,Low
CWRU (bearing proxy),Separator Bearing,OR,1.0,0.3,0.965,28.95,Low
CWRU (bearing proxy),Separator Bearing,IR,1.0,0.3,1.0,30.0,Medium
CWRU (bearing proxy),Trunnion Bearing (Ball Mill),OR,1.0,1.0,1.0,100.0,Critical
CWRU (bearing proxy),Separator Bearing,OR,1.0,0.3,0.93,27.900000000000002,Low
CWRU (bearing proxy),Trunnion Bearing (Ball Mill),B,1.0,1.0,1.0,100.0,Critical
CWRU (bearing proxy),Main Drive Motor Bearing,OR,1.0,0.5,1.0,50.0,Medium
CWRU (bearing proxy),Mill Fan / Auxiliary Bearing,B,1.0,0.25,0.9775,24.4375,Low
CWRU (bearing proxy),Main Drive Motor Bearing,B,1.0,0.5,0.6425000000000001,32.125,Medium
CWRU (bearing proxy),Mill Fan / Auxiliary Bearing,OR,1.0,0.25,0.8875,22.1875,Low
CWRU (bearing proxy),Trunnion Bearing (Ball Mill),OR,1.0,1.0,0.995,99.5,Critical
CWRU (bearing proxy),Mill Fan / Auxiliary Bearing,OR,1.0,0.25,0.945,23.625,Low
CWRU (bearing proxy),Mill Fan / Auxiliary Bearing,OR,1.0,0.25,0.79,19.75,Low
CWRU (bearing proxy),Mill Fan / Auxiliary Bearing,B,1.0,0.25,1.0,25.0,Low
CWRU (bearing proxy),Main Drive Motor Bearing,OR,1.0,0.5,1.0,50.0,Medium
CWRU (bearing proxy),Main Drive Motor Bearing,OR,1.0,0.5,0.995,49.75,Medium
CWRU (bearing proxy),Main Drive Motor Bearing,OR,1.0,0.5,0.915,45.75,Medium
CWRU (bearing proxy),Main Drive Motor Bearing,OR,1.0,0.5,0.615,30.75,Medium
CWRU (bearing proxy),Mill Fan / Auxiliary Bearing,IR,1.0,0.25,0.74,18.5,Low
CWRU (bearing proxy),Main Drive Motor Bearing,OR,1.0,0.5,1.0,50.0,Medium
CWRU (bearing proxy),Main Drive Motor Bearing,IR,1.0,0.5,0.87,43.5,Medium
CWRU (bearing proxy),Main Drive Motor Bearing,OR,1.0,0.5,1.0,50.0,Medium
CWRU (bearing proxy),Trunnion Bearing (Ball Mill),OR,1.0,1.0,1.0,100.0,Critical
CWRU (bearing proxy),Mill Fan / Auxiliary Bearing,IR,1.0,0.25,0.8725,21.8125,Low
CWRU (bearing proxy),Separator Bearing,IR,1.0,0.3,1.0,30.0,Medium
CWRU (bearing proxy),Main Drive Motor Bearing,OR,1.0,0.5,1.0,50.0,Medium
CWRU (bearing proxy),Separator Bearing,IR,1.0,0.3,1.0,30.0,Medium
CWRU (bearing proxy),Mill Fan / Auxiliary Bearing,OR,1.0,0.25,0.9175,22.9375,Low
CWRU (bearing proxy),Trunnion Bearing (Ball Mill),OR,1.0,1.0,1.0,100.0,Critical
CWRU (bearing proxy),Main Drive Motor Bearing,OR,1.0,0.5,0.8175,40.875,Medium
CWRU (bearing proxy),Trunnion Bearing (Ball Mill),OR,1.0,1.0,0.73,73.0,High
CWRU (bearing proxy),Trunnion Bearing (Ball Mill),B,1.0,1.0,1.0,100.0,Critical
CWRU (bearing proxy),Main Drive Motor Bearing,OR,1.0,0.5,0.9924999999999999,49.625,Medium
CWRU (bearing proxy),Main Drive Motor Bearing,OR,1.0,0.5,0.625,31.25,Medium
CWRU (bearing proxy),Separator Bearing,OR,1.0,0.3,0.96,28.799999999999997,Low
CWRU (bearing proxy),Trunnion Bearing (Ball Mill),Normal,0.0,1.0,1.0,0.0,Low
CWRU (bearing proxy),Separator Bearing,IR,1.0,0.3,0.9524999999999999,28.574999999999996,Low
CWRU (bearing proxy),Trunnion Bearing (Ball Mill),IR,1.0,1.0,1.0,100.0,Critical
CWRU (bearing proxy),Trunnion Bearing (Ball Mill),Normal,0.0,1.0,1.0,0.0,Low
CWRU (bearing proxy),Mill Fan / Auxiliary Bearing,OR,1.0,0.25,0.9624999999999999,24.062499999999996,Low
CWRU (bearing proxy),Separator Bearing,OR,1.0,0.3,1.0,30.0,Medium
CWRU (bearing proxy),Mill Fan / Auxiliary Bearing,OR,1.0,0.25,0.98,24.5,Low
CWRU (bearing proxy),Trunnion Bearing (Ball Mill),OR,1.0,1.0,0.99,99.0,Critical
CWRU (bearing proxy),Trunnion Bearing (Ball Mill),OR,1.0,1.0,0.945,94.5,Critical
CWRU (bearing proxy),Main Drive Motor Bearing,OR,1.0,0.5,1.0,50.0,Medium
CWRU (bearing proxy),Main Drive Motor Bearing,OR,1.0,0.5,1.0,50.0,Medium
CWRU (bearing proxy),Separator Bearing,OR,1.0,0.3,0.98,29.4,Low
CWRU (bearing proxy),Main Drive Motor Bearing,OR,1.0,0.5,0.985,49.25,Medium
CWRU (bearing proxy),Trunnion Bearing (Ball Mill),IR,1.0,1.0,0.97,97.0,Critical
CWRU (bearing proxy),Separator Bearing,OR,1.0,0.3,0.9875,29.625,Low
CWRU (bearing proxy),Trunnion Bearing (Ball Mill),OR,1.0,1.0,0.825,82.5,Critical
CWRU (bearing proxy),Trunnion Bearing (Ball Mill),IR,1.0,1.0,0.995,99.5,Critical
CWRU (bearing proxy),Main Drive Motor Bearing,OR,1.0,0.5,0.9775,48.875,Medium
CWRU (bearing proxy),Main Drive Motor Bearing,B,1.0,0.5,1.0,50.0,Medium
CWRU (bearing proxy),Mill Fan / Auxiliary Bearing,OR,1.0,0.25,0.94,23.5,Low
CWRU (bearing proxy),Separator Bearing,Normal,0.0,0.3,1.0,0.0,Low
CWRU (bearing proxy),Separator Bearing,B,1.0,0.3,1.0,30.0,Medium
CWRU (bearing proxy),Main Drive Motor Bearing,B,1.0,0.5,0.945,47.25,Medium
CWRU (bearing proxy),Separator Bearing,B,1.0,0.3,0.975,29.25,Low
CWRU (bearing proxy),Mill Fan / Auxiliary Bearing,B,1.0,0.25,0.9075,22.6875,Low
CWRU (bearing proxy),Trunnion Bearing (Ball Mill),OR,1.0,1.0,1.0,100.0,Critical
CWRU (bearing proxy),Separator Bearing,B,1.0,0.3,0.96,28.799999999999997,Low
CWRU (bearing proxy),Trunnion Bearing (Ball Mill),OR,1.0,1.0,1.0,100.0,Critical
CWRU (bearing proxy),Mill Fan / Auxiliary Bearing,Normal,0.040000000000000036,0.25,0.9624999999999999,0.9625000000000007,Low
CWRU (bearing proxy),Separator Bearing,Normal,0.0,0.3,1.0,0.0,Low
CWRU (bearing proxy),Trunnion Bearing (Ball Mill),OR,1.0,1.0,0.9524999999999999,95.24999999999999,Critical
CWRU (bearing proxy),Main Drive Motor Bearing,OR,1.0,0.5,1.0,50.0,Medium
CWRU (bearing proxy),Main Drive Motor Bearing,Normal,0.0,0.5,1.0,0.0,Low
CWRU (bearing proxy),Separator Bearing,OR,1.0,0.3,0.9624999999999999,28.874999999999996,Low
CWRU (bearing proxy),Trunnion Bearing (Ball Mill),B,1.0,1.0,0.925,92.5,Critical
CWRU (bearing proxy),Mill Fan / Auxiliary Bearing,IR,1.0,0.25,0.99,24.75,Low
CWRU (bearing proxy),Main Drive Motor Bearing,OR,1.0,0.5,1.0,50.0,Medium
CWRU (bearing proxy),Trunnion Bearing (Ball Mill),OR,1.0,1.0,1.0,100.0,Critical
CWRU (bearing proxy),Mill Fan / Auxiliary Bearing,OR,1.0,0.25,0.9325,23.3125,Low
CWRU (bearing proxy),Separator Bearing,B,1.0,0.3,1.0,30.0,Medium
CWRU (bearing proxy),Mill Fan / Auxiliary Bearing,OR,1.0,0.25,1.0,25.0,Low
CWRU (bearing proxy),Trunnion Bearing (Ball Mill),IR,1.0,1.0,0.9325,93.25,Critical
CWRU (bearing proxy),Trunnion Bearing (Ball Mill),OR,1.0,1.0,1.0,100.0,Critical
CWRU (bearing proxy),Main Drive Motor Bearing,OR,1.0,0.5,0.9924999999999999,49.625,Medium
CWRU (bearing proxy),Mill Fan / Auxiliary Bearing,B,1.0,0.25,0.8975,22.4375,Low
CWRU (bearing proxy),Mill Fan / Auxiliary Bearing,OR,1.0,0.25,1.0,25.0,Low
CWRU (bearing proxy),Trunnion Bearing (Ball Mill),IR,1.0,1.0,0.985,98.5,Critical
CWRU (bearing proxy),Mill Fan / Auxiliary Bearing,OR,1.0,0.25,0.995,24.875,Low
CWRU (bearing proxy),Main Drive Motor Bearing,OR,1.0,0.5,0.99,49.5,Medium
CWRU (bearing proxy),Mill Fan / Auxiliary Bearing,OR,1.0,0.25,1.0,25.0,Low
CWRU (bearing proxy),Separator Bearing,B,1.0,0.3,0.955,28.65,Low
CWRU (bearing proxy),Mill Fan / Auxiliary Bearing,OR,1.0,0.25,1.0,25.0,Low
CWRU (bearing proxy),Trunnion Bearing (Ball Mill),OR,1.0,1.0,0.975,97.5,Critical
CWRU (bearing proxy),Separator Bearing,IR,1.0,0.3,1.0,30.0,Medium
CWRU (bearing proxy),Trunnion Bearing (Ball Mill),IR,1.0,1.0,0.9675,96.75,Critical
CWRU (bearing proxy),Separator Bearing,Normal,0.0,0.3,1.0,0.0,Low
CWRU (bearing proxy),Trunnion Bearing (Ball Mill),IR,1.0,1.0,0.995,99.5,Critical
CWRU (bearing proxy),Mill Fan / Auxiliary Bearing,OR,1.0,0.25,0.785,19.625,Low
CWRU (bearing proxy),Trunnion Bearing (Ball Mill),IR,1.0,1.0,0.995,99.5,Critical
CWRU (bearing proxy),Trunnion Bearing (Ball Mill),IR,1.0,1.0,0.995,99.5,Critical
CWRU (bearing proxy),Mill Fan / Auxiliary Bearing,B,1.0,0.25,0.89,22.25,Low
CWRU (bearing proxy),Mill Fan / Auxiliary Bearing,OR,1.0,0.25,1.0,25.0,Low
CWRU (bearing proxy),Trunnion Bearing (Ball Mill),OR,1.0,1.0,0.885,88.5,Critical
CWRU (bearing proxy),Separator Bearing,IR,1.0,0.3,0.78,23.4,Low
CWRU (bearing proxy),Main Drive Motor Bearing,OR,1.0,0.5,0.685,34.25,Medium
CWRU (bearing proxy),Main Drive Motor Bearing,OR,1.0,0.5,1.0,50.0,Medium
CWRU (bearing proxy),Main Drive Motor Bearing,B,1.0,0.5,0.96,48.0,Medium
CWRU (bearing proxy),Main Drive Motor Bearing,OR,1.0,0.5,1.0,50.0,Medium
CWRU (bearing proxy),Trunnion Bearing (Ball Mill),IR,1.0,1.0,0.9624999999999999,96.24999999999999,Critical
CWRU (bearing proxy),Main Drive Motor Bearing,OR,1.0,0.5,1.0,50.0,Medium
CWRU (bearing proxy),Trunnion Bearing (Ball Mill),B,1.0,1.0,0.7275,72.75,High
CWRU (bearing proxy),Trunnion Bearing (Ball Mill),OR,1.0,1.0,0.96,96.0,Critical
CWRU (bearing proxy),Main Drive Motor Bearing,IR,1.0,0.5,0.8825000000000001,44.125,Medium
CWRU (bearing proxy),Mill Fan / Auxiliary Bearing,OR,1.0,0.25,0.995,24.875,Low
CWRU (bearing proxy),Separator Bearing,Normal,0.0,0.3,1.0,0.0,Low
CWRU (bearing proxy),Main Drive Motor Bearing,B,1.0,0.5,0.7525,37.625,Medium
CWRU (bearing proxy),Main Drive Motor Bearing,OR,1.0,0.5,0.98,49.0,Medium
CWRU (bearing proxy),Separator Bearing,OR,1.0,0.3,1.0,30.0,Medium
CWRU (bearing proxy),Mill Fan / Auxiliary Bearing,B,1.0,0.25,0.965,24.125,Low
CWRU (bearing proxy),Separator Bearing,IR,1.0,0.3,1.0,30.0,Medium
CWRU (bearing proxy),Separator Bearing,IR,1.0,0.3,0.985,29.549999999999997,Low
CWRU (bearing proxy),Separator Bearing,B,1.0,0.3,1.0,30.0,Medium
CWRU (bearing proxy),Separator Bearing,IR,1.0,0.3,0.965,28.95,Low
CWRU (bearing proxy),Main Drive Motor Bearing,IR,1.0,0.5,0.9775,48.875,Medium
CWRU (bearing proxy),Main Drive Motor Bearing,OR,1.0,0.5,0.8425,42.125,Medium
CWRU (bearing proxy),Main Drive Motor Bearing,B,1.0,0.5,0.99,49.5,Medium
CWRU (bearing proxy),Trunnion Bearing (Ball Mill),OR,1.0,1.0,0.995,99.5,Critical
CWRU (bearing proxy),Mill Fan / Auxiliary Bearing,IR,1.0,0.25,0.9875,24.6875,Low
CWRU (bearing proxy),Mill Fan / Auxiliary Bearing,B,1.0,0.25,0.9325,23.3125,Low
CWRU (bearing proxy),Separator Bearing,OR,1.0,0.3,0.9724999999999999,29.174999999999997,Low
CWRU (bearing proxy),Trunnion Bearing (Ball Mill),OR,1.0,1.0,1.0,100.0,Critical
CWRU (bearing proxy),Main Drive Motor Bearing,OR,1.0,0.5,0.995,49.75,Medium
CWRU (bearing proxy),Trunnion Bearing (Ball Mill),OR,1.0,1.0,0.9875,98.75,Critical
CWRU (bearing proxy),Separator Bearing,IR,1.0,0.3,0.9624999999999999,28.874999999999996,Low
CWRU (bearing proxy),Main Drive Motor Bearing,B,1.0,0.5,0.985,49.25,Medium
CWRU (bearing proxy),Trunnion Bearing (Ball Mill),OR,1.0,1.0,0.985,98.5,Critical
CWRU (bearing proxy),Mill Fan / Auxiliary Bearing,OR,1.0,0.25,0.95,23.75,Low
CWRU (bearing proxy),Separator Bearing,IR,1.0,0.3,0.96,28.799999999999997,Low
CWRU (bearing proxy),Separator Bearing,B,1.0,0.3,0.59,17.7,Low
CWRU (bearing proxy),Trunnion Bearing (Ball Mill),OR,1.0,1.0,1.0,100.0,Critical
CWRU (bearing proxy),Main Drive Motor Bearing,OR,1.0,0.5,1.0,50.0,Medium
CWRU (bearing proxy),Trunnion Bearing (Ball Mill),IR,1.0,1.0,0.985,98.5,Critical
CWRU (bearing proxy),Main Drive Motor Bearing,OR,1.0,0.5,1.0,50.0,Medium
CWRU (bearing proxy),Mill Fan / Auxiliary Bearing,OR,1.0,0.25,1.0,25.0,Low
CWRU (bearing proxy),Main Drive Motor Bearing,OR,1.0,0.5,0.955,47.75,Medium
CWRU (bearing proxy),Trunnion Bearing (Ball Mill),IR,1.0,1.0,0.51,51.0,Medium
CWRU (bearing proxy),Mill Fan / Auxiliary Bearing,B,1.0,0.25,0.875,21.875,Low
CWRU (bearing proxy),Trunnion Bearing (Ball Mill),IR,1.0,1.0,0.93,93.0,Critical
CWRU (bearing proxy),Trunnion Bearing (Ball Mill),OR,1.0,1.0,0.925,92.5,Critical
CWRU (bearing proxy),Trunnion Bearing (Ball Mill),OR,1.0,1.0,0.9675,96.75,Critical
CWRU (bearing proxy),Trunnion Bearing (Ball Mill),IR,1.0,1.0,0.595,59.5,High
CWRU (bearing proxy),Main Drive Motor Bearing,OR,1.0,0.5,1.0,50.0,Medium
CWRU (bearing proxy),Separator Bearing,B,1.0,0.3,0.9575,28.725,Low
CWRU (bearing proxy),Separator Bearing,Normal,0.0,0.3,1.0,0.0,Low
CWRU (bearing proxy),Trunnion Bearing (Ball Mill),OR,1.0,1.0,0.725,72.5,High
CWRU (bearing proxy),Trunnion Bearing (Ball Mill),OR,1.0,1.0,1.0,100.0,Critical
CWRU (bearing proxy),Main Drive Motor Bearing,OR,1.0,0.5,0.755,37.75,Medium
CWRU (bearing proxy),Mill Fan / Auxiliary Bearing,Normal,0.0,0.25,1.0,0.0,Low
CWRU (bearing proxy),Mill Fan / Auxiliary Bearing,OR,1.0,0.25,0.975,24.375,Low
CWRU (bearing proxy),Separator Bearing,OR,1.0,0.3,1.0,30.0,Medium
CWRU (bearing proxy),Main Drive Motor Bearing,OR,1.0,0.5,1.0,50.0,Medium
CWRU (bearing proxy),Trunnion Bearing (Ball Mill),IR,1.0,1.0,0.955,95.5,Critical
CWRU (bearing proxy),Trunnion Bearing (Ball Mill),OR,1.0,1.0,1.0,100.0,Critical
CWRU (bearing proxy),Trunnion Bearing (Ball Mill),IR,1.0,1.0,0.995,99.5,Critical
CWRU (bearing proxy),Trunnion Bearing (Ball Mill),OR,1.0,1.0,0.9375,93.75,Critical
CWRU (bearing proxy),Separator Bearing,B,1.0,0.3,0.6,18.0,Low
CWRU (bearing proxy),Main Drive Motor Bearing,IR,1.0,0.5,0.9524999999999999,47.62499999999999,Medium
CWRU (bearing proxy),Separator Bearing,OR,1.0,0.3,1.0,30.0,Medium
CWRU (bearing proxy),Mill Fan / Auxiliary Bearing,OR,1.0,0.25,0.9624999999999999,24.062499999999996,Low
CWRU (bearing proxy),Mill Fan / Auxiliary Bearing,OR,1.0,0.25,0.9824999999999999,24.5625,Low
CWRU (bearing proxy),Main Drive Motor Bearing,IR,1.0,0.5,1.0,50.0,Medium
CWRU (bearing proxy),Separator Bearing,OR,1.0,0.3,0.995,29.849999999999998,Low
CWRU (bearing proxy),Trunnion Bearing (Ball Mill),Normal,0.0,1.0,1.0,0.0,Low
CWRU (bearing proxy),Trunnion Bearing (Ball Mill),IR,1.0,1.0,1.0,100.0,Critical
CWRU (bearing proxy),Main Drive Motor Bearing,B,1.0,0.5,0.965,48.25,Medium
CWRU (bearing proxy),Main Drive Motor Bearing,IR,1.0,0.5,0.8625,43.125,Medium
CWRU (bearing proxy),Mill Fan / Auxiliary Bearing,B,1.0,0.25,0.8325,20.8125,Low
CWRU (bearing proxy),Mill Fan / Auxiliary Bearing,B,1.0,0.25,0.95,23.75,Low
CWRU (bearing proxy),Mill Fan / Auxiliary Bearing,IR,1.0,0.25,0.985,24.625,Low
CWRU (bearing proxy),Main Drive Motor Bearing,OR,1.0,0.5,1.0,50.0,Medium
CWRU (bearing proxy),Main Drive Motor Bearing,IR,1.0,0.5,1.0,50.0,Medium
CWRU (bearing proxy),Separator Bearing,OR,1.0,0.3,0.985,29.549999999999997,Low
CWRU (bearing proxy),Trunnion Bearing (Ball Mill),IR,1.0,1.0,0.995,99.5,Critical
CWRU (bearing proxy),Mill Fan / Auxiliary Bearing,Normal,0.0,0.25,1.0,0.0,Low
CWRU (bearing proxy),Mill Fan / Auxiliary Bearing,OR,1.0,0.25,0.545,13.625000000000002,Low
CWRU (bearing proxy),Separator Bearing,IR,1.0,0.3,0.8825000000000001,26.474999999999998,Low
CWRU (bearing proxy),Mill Fan / Auxiliary Bearing,B,1.0,0.25,0.8175,20.4375,Low
CWRU (bearing proxy),Main Drive Motor Bearing,IR,1.0,0.5,0.9475,47.375,Medium
CWRU (bearing proxy),Main Drive Motor Bearing,IR,1.0,0.5,0.6599999999999999,32.99999999999999,Medium
CWRU (bearing proxy),Main Drive Motor Bearing,OR,1.0,0.5,0.875,43.75,Medium
CWRU (bearing proxy),Main Drive Motor Bearing,OR,1.0,0.5,0.995,49.75,Medium
CWRU (bearing proxy),Trunnion Bearing (Ball Mill),B,1.0,1.0,0.89,89.0,Critical
CWRU (bearing proxy),Mill Fan / Auxiliary Bearing,IR,1.0,0.25,0.995,24.875,Low
CWRU (bearing proxy),Trunnion Bearing (Ball Mill),OR,1.0,1.0,1.0,100.0,Critical
CWRU (bearing proxy),Mill Fan / Auxiliary Bearing,OR,1.0,0.25,1.0,25.0,Low
CWRU (bearing proxy),Separator Bearing,IR,1.0,0.3,0.995,29.849999999999998,Low
CWRU (bearing proxy),Separator Bearing,B,1.0,0.3,0.8025,24.075,Low
CWRU (bearing proxy),Trunnion Bearing (Ball Mill),B,1.0,1.0,0.9,90.0,Critical
CWRU (bearing proxy),Separator Bearing,OR,1.0,0.3,0.905,27.150000000000002,Low
CWRU (bearing proxy),Trunnion Bearing (Ball Mill),B,1.0,1.0,1.0,100.0,Critical
CWRU (bearing proxy),Main Drive Motor Bearing,OR,1.0,0.5,0.96,48.0,Medium
CWRU (bearing proxy),Trunnion Bearing (Ball Mill),B,1.0,1.0,1.0,100.0,Critical
CWRU (bearing proxy),Trunnion Bearing (Ball Mill),IR,1.0,1.0,0.825,82.5,Critical
CWRU (bearing proxy),Trunnion Bearing (Ball Mill),B,1.0,1.0,0.9175,91.75,Critical
CWRU (bearing proxy),Trunnion Bearing (Ball Mill),B,1.0,1.0,0.9924999999999999,99.25,Critical
CWRU (bearing proxy),Separator Bearing,B,1.0,0.3,0.7849999999999999,23.549999999999997,Low
CWRU (bearing proxy),Trunnion Bearing (Ball Mill),Normal,0.0,1.0,1.0,0.0,Low
CWRU (bearing proxy),Main Drive Motor Bearing,OR,1.0,0.5,0.98,49.0,Medium
CWRU (bearing proxy),Mill Fan / Auxiliary Bearing,B,1.0,0.25,1.0,25.0,Low
CWRU (bearing proxy),Separator Bearing,OR,1.0,0.3,0.965,28.95,Low
CWRU (bearing proxy),Separator Bearing,IR,1.0,0.3,1.0,30.0,Medium
CWRU (bearing proxy),Trunnion Bearing (Ball Mill),B,1.0,1.0,0.6125,61.25000000000001,High
CWRU (bearing proxy),Separator Bearing,B,1.0,0.3,0.5425,16.275,Low
CWRU (bearing proxy),Mill Fan / Auxiliary Bearing,IR,1.0,0.25,0.99,24.75,Low
CWRU (bearing proxy),Trunnion Bearing (Ball Mill),IR,1.0,1.0,1.0,100.0,Critical
CWRU (bearing proxy),Main Drive Motor Bearing,OR,1.0,0.5,1.0,50.0,Medium
CWRU (bearing proxy),Separator Bearing,IR,1.0,0.3,1.0,30.0,Medium
CWRU (bearing proxy),Main Drive Motor Bearing,B,1.0,0.5,0.9225,46.125,Medium
CWRU (bearing proxy),Trunnion Bearing (Ball Mill),IR,1.0,1.0,0.5175,51.74999999999999,Medium
CWRU (bearing proxy),Separator Bearing,OR,1.0,0.3,0.965,28.95,Low
CWRU (bearing proxy),Separator Bearing,Normal,0.0,0.3,1.0,0.0,Low
CWRU (bearing proxy),Separator Bearing,OR,1.0,0.3,1.0,30.0,Medium
CWRU (bearing proxy),Separator Bearing,OR,1.0,0.3,0.985,29.549999999999997,Low
CWRU (bearing proxy),Separator Bearing,B,1.0,0.3,0.96,28.799999999999997,Low
CWRU (bearing proxy),Main Drive Motor Bearing,IR,1.0,0.5,1.0,50.0,Medium
CWRU (bearing proxy),Trunnion Bearing (Ball Mill),OR,1.0,1.0,0.98,98.0,Critical
CWRU (bearing proxy),Mill Fan / Auxiliary Bearing,OR,1.0,0.25,0.9475,23.6875,Low
CWRU (bearing proxy),Trunnion Bearing (Ball Mill),B,1.0,1.0,1.0,100.0,Critical
CWRU (bearing proxy),Main Drive Motor Bearing,IR,1.0,0.5,0.6075,30.375000000000004,Medium
CWRU (bearing proxy),Mill Fan / Auxiliary Bearing,IR,1.0,0.25,1.0,25.0,Low
CWRU (bearing proxy),Separator Bearing,OR,1.0,0.3,0.915,27.450000000000003,Low
CWRU (bearing proxy),Main Drive Motor Bearing,B,1.0,0.5,0.905,45.25,Medium
CWRU (bearing proxy),Main Drive Motor Bearing,OR,1.0,0.5,1.0,50.0,Medium
CWRU (bearing proxy),Mill Fan / Auxiliary Bearing,OR,1.0,0.25,0.915,22.875,Low
CWRU (bearing proxy),Trunnion Bearing (Ball Mill),OR,1.0,1.0,0.995,99.5,Critical
CWRU (bearing proxy),Mill Fan / Auxiliary Bearing,B,1.0,0.25,1.0,25.0,Low
CWRU (bearing proxy),Mill Fan / Auxiliary Bearing,IR,1.0,0.25,1.0,25.0,Low
CWRU (bearing proxy),Mill Fan / Auxiliary Bearing,B,1.0,0.25,0.905,22.625,Low
CWRU (bearing proxy),Main Drive Motor Bearing,IR,1.0,0.5,1.0,50.0,Medium
CWRU (bearing proxy),Separator Bearing,OR,1.0,0.3,0.96,28.799999999999997,Low
CWRU (bearing proxy),Main Drive Motor Bearing,B,1.0,0.5,0.515,25.75,Low
CWRU (bearing proxy),Mill Fan / Auxiliary Bearing,Normal,0.0,0.25,1.0,0.0,Low
CWRU (bearing proxy),Main Drive Motor Bearing,IR,1.0,0.5,0.98,49.0,Medium
CWRU (bearing proxy),Trunnion Bearing (Ball Mill),B,1.0,1.0,0.9524999999999999,95.24999999999999,Critical
CWRU (bearing proxy),Mill Fan / Auxiliary Bearing,OR,1.0,0.25,0.9,22.5,Low
CWRU (bearing proxy),Trunnion Bearing (Ball Mill),B,1.0,1.0,0.995,99.5,Critical
CWRU (bearing proxy),Separator Bearing,OR,1.0,0.3,0.965,28.95,Low
CWRU (bearing proxy),Mill Fan / Auxiliary Bearing,OR,1.0,0.25,1.0,25.0,Low
CWRU (bearing proxy),Main Drive Motor Bearing,B,1.0,0.5,0.915,45.75,Medium
CWRU (bearing proxy),Main Drive Motor Bearing,OR,1.0,0.5,1.0,50.0,Medium
CWRU (bearing proxy),Mill Fan / Auxiliary Bearing,IR,1.0,0.25,0.975,24.375,Low
CWRU (bearing proxy),Main Drive Motor Bearing,OR,1.0,0.5,0.97,48.5,Medium
CWRU (bearing proxy),Main Drive Motor Bearing,OR,1.0,0.5,1.0,50.0,Medium
CWRU (bearing proxy),Main Drive Motor Bearing,OR,1.0,0.5,0.68,34.0,Medium
CWRU (bearing proxy),Main Drive Motor Bearing,OR,1.0,0.5,0.995,49.75,Medium
CWRU (bearing proxy),Separator Bearing,OR,1.0,0.3,1.0,30.0,Medium
CWRU (bearing proxy),Trunnion Bearing (Ball Mill),OR,1.0,1.0,0.9375,93.75,Critical
CWRU (bearing proxy),Separator Bearing,OR,1.0,0.3,0.9875,29.625,Low
CWRU (bearing proxy),Main Drive Motor Bearing,OR,1.0,0.5,0.645,32.25,Medium
CWRU (bearing proxy),Mill Fan / Auxiliary Bearing,IR,1.0,0.25,0.985,24.625,Low
CWRU (bearing proxy),Trunnion Bearing (Ball Mill),OR,1.0,1.0,1.0,100.0,Critical
CWRU (bearing proxy),Main Drive Motor Bearing,OR,1.0,0.5,0.995,49.75,Medium
