true_fault_type,predicted_fault_type,P_fault,equipment,W_severity,W_detection,risk_score,risk_tier
OR,OR,1.0,Girth Gear / Pinion / Gearbox,0.95,0.9275,88.1125,Critical
OR,OR,1.0,Mill Fan / Auxiliary Bearing,0.25,0.745,18.625,Low
B,B,0.975,Mill Shell Liners,0.55,0.9624999999999999,51.61406249999999,Medium
OR,OR,1.0,Mill Shell Liners,0.55,1.0,55.00000000000001,High
IR,IR,1.0,Separator Bearing,0.3,0.945,28.349999999999998,Low
B,B,1.0,Main Drive Motor Bearing,0.5,0.555,27.750000000000004,Low
IR,IR,1.0,Girth Gear / Pinion / Gearbox,0.95,1.0,95.0,Critical
OR,OR,1.0,Grinding Table / Rollers (VRM),0.8,0.9824999999999999,78.60000000000001,High
OR,OR,1.0,Grinding Table / Rollers (VRM),0.8,0.86,68.80000000000001,High
B,B,1.0,Mill Fan / Auxiliary Bearing,0.25,0.82,20.5,Low
OR,OR,1.0,Separator Bearing,0.3,0.99,29.7,Low
B,B,1.0,Grinding Table / Rollers (VRM),0.8,0.6975,55.800000000000004,High
OR,OR,1.0,Separator Bearing,0.3,0.985,29.549999999999997,Low
OR,OR,1.0,Separator Bearing,0.3,0.8,24.0,Low
OR,OR,1.0,Grinding Table / Rollers (VRM),0.8,0.8300000000000001,66.40000000000002,High
OR,OR,1.0,Grinding Table / Rollers (VRM),0.8,0.5675,45.4,Medium
OR,OR,1.0,Mill Fan / Auxiliary Bearing,0.25,0.9775,24.4375,Low
IR,B,1.0,Mill Shell Liners,0.55,0.5325,29.2875,Low
OR,OR,1.0,Girth Gear / Pinion / Gearbox,0.95,0.995,94.52499999999999,Critical
OR,OR,1.0,Separator Bearing,0.3,1.0,30.0,Medium
IR,IR,1.0,Main Drive Motor Bearing,0.5,0.9175,45.875,Medium
B,B,1.0,Mill Shell Liners,0.55,0.83,45.65,Medium
IR,IR,1.0,Separator Bearing,0.3,0.6525,19.575,Low
OR,OR,1.0,Mill Fan / Auxiliary Bearing,0.25,0.9524999999999999,23.812499999999996,Low
IR,IR,1.0,Grinding Table / Rollers (VRM),0.8,0.97,77.60000000000001,High
IR,IR,1.0,Grinding Table / Rollers (VRM),0.8,0.9875,79.0,High
OR,OR,1.0,Girth Gear / Pinion / Gearbox,0.95,1.0,95.0,Critical
OR,OR,1.0,Main Drive Motor Bearing,0.5,0.995,49.75,Medium
IR,IR,1.0,Grinding Table / Rollers (VRM),0.8,0.8300000000000001,66.40000000000002,High
OR,IR,1.0,Grinding Table / Rollers (VRM),0.8,0.565,45.199999999999996,Medium
B,B,1.0,Main Drive Motor Bearing,0.5,1.0,50.0,Medium
OR,OR,1.0,Grinding Table / Rollers (VRM),0.8,1.0,80.0,Critical
OR,OR,1.0,Mill Shell Liners,0.55,1.0,55.00000000000001,High
OR,OR,1.0,Mill Shell Liners,0.55,0.9724999999999999,53.4875,Medium
IR,IR,1.0,Girth Gear / Pinion / Gearbox,0.95,0.9275,88.1125,Critical
OR,OR,1.0,Trunnion Bearing (Ball Mill),1.0,0.85,85.0,Critical
IR,IR,1.0,Separator Bearing,0.3,0.995,29.849999999999998,Low
OR,OR,1.0,Trunnion Bearing (Ball Mill),1.0,0.925,92.5,Critical
OR,OR,1.0,Grinding Table / Rollers (VRM),0.8,1.0,80.0,Critical
OR,OR,1.0,Main Drive Motor Bearing,0.5,1.0,50.0,Medium
B,B,1.0,Trunnion Bearing (Ball Mill),1.0,0.7625,76.25,High
OR,OR,1.0,Main Drive Motor Bearing,0.5,0.925,46.25,Medium
OR,OR,1.0,Separator Bearing,0.3,1.0,30.0,Medium
OR,OR,1.0,Main Drive Motor Bearing,0.5,1.0,50.0,Medium
OR,OR,1.0,Grinding Table / Rollers (VRM),0.8,0.7175,57.400000000000006,High
IR,IR,1.0,Trunnion Bearing (Ball Mill),1.0,1.0,100.0,Critical
OR,OR,1.0,Mill Fan / Auxiliary Bearing,0.25,0.995,24.875,Low
OR,OR,1.0,Grinding Table / Rollers (VRM),0.8,1.0,80.0,Critical
Normal,Normal,0.030000000000000027,Separator Bearing,0.3,0.97,0.8730000000000007,Low
OR,OR,1.0,Girth Gear / Pinion / Gearbox,0.95,1.0,95.0,Critical
B,B,1.0,Girth Gear / Pinion / Gearbox,0.95,0.96,91.19999999999999,Critical
B,B,1.0,Separator Bearing,0.3,0.73,21.9,Low
OR,OR,1.0,Mill Fan / Auxiliary Bearing,0.25,0.9824999999999999,24.5625,Low
OR,OR,1.0,Mill Fan / Auxiliary Bearing,0.25,1.0,25.0,Low
OR,OR,1.0,Separator Bearing,0.3,0.8325,24.975,Low
OR,OR,1.0,Girth Gear / Pinion / Gearbox,0.95,0.915,86.925,Critical
IR,IR,1.0,Mill Fan / Auxiliary Bearing,0.25,0.895,22.375,Low
B,B,1.0,Main Drive Motor Bearing,0.5,0.9924999999999999,49.625,Medium
OR,B,1.0,Girth Gear / Pinion / Gearbox,0.95,0.6625,62.93749999999999,High
OR,OR,1.0,Trunnion Bearing (Ball Mill),1.0,1.0,100.0,Critical
OR,OR,1.0,Mill Fan / Auxiliary Bearing,0.25,1.0,25.0,Low
OR,OR,1.0,Girth Gear / Pinion / Gearbox,0.95,1.0,95.0,Critical
OR,OR,1.0,Separator Bearing,0.3,0.93,27.900000000000002,Low
OR,OR,1.0,Trunnion Bearing (Ball Mill),1.0,1.0,100.0,Critical
B,B,1.0,Girth Gear / Pinion / Gearbox,0.95,0.975,92.62499999999999,Critical
OR,OR,1.0,Girth Gear / Pinion / Gearbox,0.95,0.795,75.52499999999999,High
OR,OR,1.0,Girth Gear / Pinion / Gearbox,0.95,1.0,95.0,Critical
Normal,Normal,0.0,Main Drive Motor Bearing,0.5,1.0,0.0,Low
OR,OR,1.0,Mill Fan / Auxiliary Bearing,0.25,1.0,25.0,Low
B,B,1.0,Mill Fan / Auxiliary Bearing,0.25,0.965,24.125,Low
OR,OR,1.0,Separator Bearing,0.3,0.95,28.499999999999996,Low
B,B,1.0,Girth Gear / Pinion / Gearbox,0.95,0.99,94.05,Critical
OR,OR,1.0,Mill Fan / Auxiliary Bearing,0.25,0.955,23.875,Low
Normal,Normal,0.0,Mill Shell Liners,0.55,1.0,0.0,Low
OR,OR,1.0,Mill Shell Liners,0.55,1.0,55.00000000000001,High
OR,OR,1.0,Main Drive Motor Bearing,0.5,0.88,44.0,Medium
B,B,1.0,Separator Bearing,0.3,0.98,29.4,Low
B,B,1.0,Mill Fan / Auxiliary Bearing,0.25,0.95,23.75,Low
OR,OR,1.0,Main Drive Motor Bearing,0.5,1.0,50.0,Medium
B,OR,1.0,Main Drive Motor Bearing,0.5,0.6074999999999999,30.374999999999996,Medium
OR,OR,1.0,Separator Bearing,0.3,0.995,29.849999999999998,Low
OR,OR,1.0,Girth Gear / Pinion / Gearbox,0.95,0.7825,74.33749999999999,High
B,B,1.0,Grinding Table / Rollers (VRM),0.8,0.68,54.400000000000006,Medium
B,B,1.0,Main Drive Motor Bearing,0.5,0.88,44.0,Medium
B,OR,1.0,Trunnion Bearing (Ball Mill),1.0,0.6675,66.75,High
OR,OR,1.0,Grinding Table / Rollers (VRM),0.8,1.0,80.0,Critical
OR,OR,1.0,Separator Bearing,0.3,0.9875,29.625,Low
OR,OR,1.0,Mill Fan / Auxiliary Bearing,0.25,0.91,22.75,Low
IR,IR,1.0,Mill Shell Liners,0.55,1.0,55.00000000000001,High
IR,IR,1.0,Grinding Table / Rollers (VRM),0.8,0.995,79.60000000000001,High
OR,OR,1.0,Mill Shell Liners,0.55,1.0,55.00000000000001,High
OR,OR,1.0,Main Drive Motor Bearing,0.5,0.7625,38.125,Medium
B,B,1.0,Mill Shell Liners,0.55,0.775,42.62500000000001,Medium
B,B,1.0,Trunnion Bearing (Ball Mill),1.0,0.9125000000000001,91.25000000000001,Critical
B,B,1.0,Mill Shell Liners,0.55,0.645,35.47500000000001,Medium
B,B,1.0,Grinding Table / Rollers (VRM),0.8,0.8625,69.0,High
OR,OR,1.0,Main Drive Motor Bearing,0.5,0.995,49.75,Medium
B,B,1.0,Mill Fan / Auxiliary Bearing,0.25,0.8300000000000001,20.75,Low
OR,OR,1.0,Mill Fan / Auxiliary Bearing,0.25,0.97,24.25,Low
OR,OR,1.0,Main Drive Motor Bearing,0.5,0.98,49.0,Medium
B,B,1.0,Grinding Table / Rollers (VRM),0.8,0.9075,72.6,High
OR,OR,1.0,Mill Shell Liners,0.55,0.9875,54.31250000000001,Medium
IR,IR,1.0,Girth Gear / Pinion / Gearbox,0.95,1.0,95.0,Critical
OR,OR,1.0,Mill Fan / Auxiliary Bearing,0.25,0.845,21.125,Low
OR,OR,1.0,Separator Bearing,0.3,0.935,28.050000000000004,Low
IR,IR,1.0,Separator Bearing,0.3,0.99,29.7,Low
OR,OR,1.0,Grinding Table / Rollers (VRM),0.8,1.0,80.0,Critical
B,B,1.0,Grinding Table / Rollers (VRM),0.8,0.8825000000000001,70.60000000000001,High
OR,OR,1.0,Separator Bearing,0.3,0.8775,26.325,Low
OR,B,1.0,Mill Shell Liners,0.55,0.5025,27.6375,Low
OR,B,1.0,Main Drive Motor Bearing,0.5,0.54,27.0,Low
OR,OR,1.0,Mill Shell Liners,0.55,0.9824999999999999,54.03750000000001,Medium
OR,OR,1.0,Mill Shell Liners,0.55,0.9,49.50000000000001,Medium
OR,OR,1.0,Main Drive Motor Bearing,0.5,1.0,50.0,Medium
B,B,1.0,Separator Bearing,0.3,0.9199999999999999,27.599999999999998,Low
OR,OR,1.0,Grinding Table / Rollers (VRM),0.8,1.0,80.0,Critical
IR,IR,1.0,Separator Bearing,0.3,0.975,29.25,Low
B,B,1.0,Girth Gear / Pinion / Gearbox,0.95,0.7575,71.96249999999999,High
OR,OR,1.0,Grinding Table / Rollers (VRM),0.8,1.0,80.0,Critical
IR,IR,1.0,Mill Fan / Auxiliary Bearing,0.25,0.835,20.875,Low
OR,OR,1.0,Mill Fan / Auxiliary Bearing,0.25,1.0,25.0,Low
OR,OR,1.0,Mill Fan / Auxiliary Bearing,0.25,1.0,25.0,Low
OR,OR,1.0,Grinding Table / Rollers (VRM),0.8,0.995,79.60000000000001,High
IR,IR,1.0,Separator Bearing,0.3,0.995,29.849999999999998,Low
OR,OR,1.0,Mill Fan / Auxiliary Bearing,0.25,1.0,25.0,Low
IR,IR,1.0,Mill Fan / Auxiliary Bearing,0.25,1.0,25.0,Low
OR,OR,1.0,Trunnion Bearing (Ball Mill),1.0,0.995,99.5,Critical
B,B,1.0,Separator Bearing,0.3,0.975,29.25,Low
OR,OR,1.0,Mill Fan / Auxiliary Bearing,0.25,0.965,24.125,Low
IR,IR,1.0,Separator Bearing,0.3,1.0,30.0,Medium
OR,OR,1.0,Girth Gear / Pinion / Gearbox,0.95,1.0,95.0,Critical
OR,OR,1.0,Separator Bearing,0.3,0.93,27.900000000000002,Low
B,B,1.0,Trunnion Bearing (Ball Mill),1.0,1.0,100.0,Critical
OR,OR,1.0,Mill Shell Liners,0.55,1.0,55.00000000000001,High
B,B,1.0,Main Drive Motor Bearing,0.5,0.9775,48.875,Medium
B,OR,1.0,Mill Shell Liners,0.55,0.6425000000000001,35.337500000000006,Medium
OR,OR,1.0,Main Drive Motor Bearing,0.5,0.8875,44.375,Medium
OR,OR,1.0,Girth Gear / Pinion / Gearbox,0.95,0.995,94.52499999999999,Critical
OR,OR,1.0,Main Drive Motor Bearing,0.5,0.945,47.25,Medium
OR,OR,1.0,Main Drive Motor Bearing,0.5,0.79,39.5,Medium
B,B,1.0,Main Drive Motor Bearing,0.5,1.0,50.0,Medium
OR,OR,1.0,Grinding Table / Rollers (VRM),0.8,1.0,80.0,Critical
OR,OR,1.0,Grinding Table / Rollers (VRM),0.8,0.995,79.60000000000001,High
OR,OR,1.0,Girth Gear / Pinion / Gearbox,0.95,0.915,86.925,Critical
OR,B,1.0,Mill Shell Liners,0.55,0.615,33.825,Medium
IR,OR,1.0,Main Drive Motor Bearing,0.5,0.74,37.0,Medium
OR,OR,1.0,Grinding Table / Rollers (VRM),0.8,1.0,80.0,Critical
IR,IR,1.0,Grinding Table / Rollers (VRM),0.8,0.87,69.60000000000001,High
OR,OR,1.0,Grinding Table / Rollers (VRM),0.8,1.0,80.0,Critical
OR,OR,1.0,Girth Gear / Pinion / Gearbox,0.95,1.0,95.0,Critical
IR,IR,1.0,Main Drive Motor Bearing,0.5,0.8725,43.625,Medium
IR,IR,1.0,Separator Bearing,0.3,1.0,30.0,Medium
OR,OR,1.0,Grinding Table / Rollers (VRM),0.8,1.0,80.0,Critical
IR,IR,1.0,Mill Fan / Auxiliary Bearing,0.25,1.0,25.0,Low
OR,B,1.0,Mill Shell Liners,0.55,0.9175,50.4625,Medium
OR,OR,1.0,Girth Gear / Pinion / Gearbox,0.95,1.0,95.0,Critical
OR,OR,1.0,Grinding Table / Rollers (VRM),0.8,0.8175,65.4,High
OR,B,1.0,Trunnion Bearing (Ball Mill),1.0,0.73,73.0,High
B,B,1.0,Trunnion Bearing (Ball Mill),1.0,1.0,100.0,Critical
OR,OR,1.0,Grinding Table / Rollers (VRM),0.8,0.9924999999999999,79.4,High
OR,OR,1.0,Mill Shell Liners,0.55,0.625,34.375,Medium
OR,OR,1.0,Separator Bearing,0.3,0.96,28.799999999999997,Low
Normal,Normal,0.0,Trunnion Bearing (Ball Mill),1.0,1.0,0.0,Low
IR,IR,1.0,Separator Bearing,0.3,0.9524999999999999,28.574999999999996,Low
IR,IR,1.0,Girth Gear / Pinion / Gearbox,0.95,1.0,95.0,Critical
Normal,Normal,0.0,Trunnion Bearing (Ball Mill),1.0,1.0,0.0,Low
OR,OR,1.0,Main Drive Motor Bearing,0.5,0.9624999999999999,48.12499999999999,Medium
OR,OR,1.0,Separator Bearing,0.3,1.0,30.0,Medium
OR,OR,1.0,Main Drive Motor Bearing,0.5,0.98,49.0,Medium
OR,OR,1.0,Trunnion Bearing (Ball Mill),1.0,0.99,99.0,Critical
OR,OR,1.0,Trunnion Bearing (Ball Mill),1.0,0.945,94.5,Critical
OR,OR,1.0,Grinding Table / Rollers (VRM),0.8,1.0,80.0,Critical
OR,OR,1.0,Mill Shell Liners,0.55,1.0,55.00000000000001,High
OR,OR,1.0,Mill Fan / Auxiliary Bearing,0.25,0.98,24.5,Low
OR,OR,1.0,Grinding Table / Rollers (VRM),0.8,0.985,78.8,High
IR,IR,1.0,Girth Gear / Pinion / Gearbox,0.95,0.97,92.15,Critical
OR,OR,1.0,Mill Fan / Auxiliary Bearing,0.25,0.9875,24.6875,Low
OR,OR,1.0,Girth Gear / Pinion / Gearbox,0.95,0.825,78.375,High
IR,IR,1.0,Trunnion Bearing (Ball Mill),1.0,0.995,99.5,Critical
OR,OR,1.0,Grinding Table / Rollers (VRM),0.8,0.9775,78.2,High
B,B,1.0,Grinding Table / Rollers (VRM),0.8,1.0,80.0,Critical
OR,OR,1.0,Main Drive Motor Bearing,0.5,0.94,47.0,Medium
Normal,Normal,0.0,Mill Fan / Auxiliary Bearing,0.25,1.0,0.0,Low
B,B,1.0,Mill Fan / Auxiliary Bearing,0.25,1.0,25.0,Low
B,B,1.0,Grinding Table / Rollers (VRM),0.8,0.945,75.6,High
B,B,1.0,Mill Fan / Auxiliary Bearing,0.25,0.975,24.375,Low
B,B,1.0,Main Drive Motor Bearing,0.5,0.9075,45.375,Medium
OR,OR,1.0,Trunnion Bearing (Ball Mill),1.0,1.0,100.0,Critical
B,B,1.0,Mill Fan / Auxiliary Bearing,0.25,0.96,24.0,Low
OR,OR,1.0,Trunnion Bearing (Ball Mill),1.0,1.0,100.0,Critical
Normal,Normal,0.040000000000000036,Main Drive Motor Bearing,0.5,0.9624999999999999,1.9250000000000014,Low
Normal,Normal,0.0,Separator Bearing,0.3,1.0,0.0,Low
OR,OR,1.0,Girth Gear / Pinion / Gearbox,0.95,0.9524999999999999,90.48749999999998,Critical
OR,OR,1.0,Girth Gear / Pinion / Gearbox,0.95,1.0,95.0,Critical
Normal,Normal,0.0,Mill Shell Liners,0.55,1.0,0.0,Low
OR,OR,1.0,Mill Fan / Auxiliary Bearing,0.25,0.9624999999999999,24.062499999999996,Low
B,B,1.0,Girth Gear / Pinion / Gearbox,0.95,0.925,87.875,Critical
IR,IR,1.0,Main Drive Motor Bearing,0.5,0.99,49.5,Medium
OR,OR,1.0,Mill Shell Liners,0.55,1.0,55.00000000000001,High
OR,OR,1.0,Trunnion Bearing (Ball Mill),1.0,1.0,100.0,Critical
OR,OR,1.0,Main Drive Motor Bearing,0.5,0.9325,46.625,Medium
B,B,1.0,Separator Bearing,0.3,1.0,30.0,Medium
OR,OR,1.0,Main Drive Motor Bearing,0.5,1.0,50.0,Medium
IR,IR,1.0,Girth Gear / Pinion / Gearbox,0.95,0.9325,88.58749999999999,Critical
OR,OR,1.0,Girth Gear / Pinion / Gearbox,0.95,1.0,95.0,Critical
OR,OR,1.0,Grinding Table / Rollers (VRM),0.8,0.9924999999999999,79.4,High
B,B,1.0,Mill Shell Liners,0.55,0.8975,49.362500000000004,Medium
OR,OR,1.0,Mill Shell Liners,0.55,1.0,55.00000000000001,High
IR,IR,1.0,Girth Gear / Pinion / Gearbox,0.95,0.985,93.575,Critical
OR,OR,1.0,Mill Shell Liners,0.55,0.995,54.725,Medium
OR,OR,1.0,Grinding Table / Rollers (VRM),0.8,0.99,79.2,High
OR,OR,1.0,Main Drive Motor Bearing,0.5,1.0,50.0,Medium
B,B,1.0,Separator Bearing,0.3,0.955,28.65,Low
OR,OR,1.0,Main Drive Motor Bearing,0.5,1.0,50.0,Medium
OR,OR,1.0,Trunnion Bearing (Ball Mill),1.0,0.975,97.5,Critical
IR,IR,1.0,Mill Fan / Auxiliary Bearing,0.25,1.0,25.0,Low
IR,IR,1.0,Trunnion Bearing (Ball Mill),1.0,0.9675,96.75,Critical
Normal,Normal,0.0,Mill Fan / Auxiliary Bearing,0.25,1.0,0.0,Low
IR,IR,1.0,Trunnion Bearing (Ball Mill),1.0,0.995,99.5,Critical
OR,OR,1.0,Mill Shell Liners,0.55,0.785,43.17500000000001,Medium
IR,IR,1.0,Trunnion Bearing (Ball Mill),1.0,0.995,99.5,Critical
IR,IR,1.0,Trunnion Bearing (Ball Mill),1.0,0.995,99.5,Critical
B,B,1.0,Main Drive Motor Bearing,0.5,0.89,44.5,Medium
OR,OR,1.0,Separator Bearing,0.3,1.0,30.0,Medium
OR,OR,1.0,Trunnion Bearing (Ball Mill),1.0,0.885,88.5,Critical
IR,IR,1.0,Mill Fan / Auxiliary Bearing,0.25,0.78,19.5,Low
OR,OR,1.0,Grinding Table / Rollers (VRM),0.8,0.685,54.800000000000004,Medium
OR,OR,1.0,Grinding Table / Rollers (VRM),0.8,1.0,80.0,Critical
B,B,1.0,Grinding Table / Rollers (VRM),0.8,0.96,76.8,High
OR,OR,1.0,Mill Shell Liners,0.55,1.0,55.00000000000001,High
IR,IR,1.0,Girth Gear / Pinion / Gearbox,0.95,0.9624999999999999,91.43749999999999,Critical
OR,OR,1.0,Grinding Table / Rollers (VRM),0.8,1.0,80.0,Critical
B,B,1.0,Girth Gear / Pinion / Gearbox,0.95,0.7275,69.1125,High
OR,OR,1.0,Trunnion Bearing (Ball Mill),1.0,0.96,96.0,Critical
IR,IR,1.0,Grinding Table / Rollers (VRM),0.8,0.8825000000000001,70.60000000000001,High
OR,OR,1.0,Main Drive Motor Bearing,0.5,0.995,49.75,Medium
Normal,Normal,0.0,Separator Bearing,0.3,1.0,0.0,Low
B,B,1.0,Grinding Table / Rollers (VRM),0.8,0.7525,60.199999999999996,High
OR,OR,1.0,Grinding Table / Rollers (VRM),0.8,0.98,78.4,High
OR,OR,1.0,Separator Bearing,0.3,1.0,30.0,Medium
B,B,1.0,Main Drive Motor Bearing,0.5,0.965,48.25,Medium
IR,IR,1.0,Separator Bearing,0.3,1.0,30.0,Medium
IR,IR,1.0,Mill Fan / Auxiliary Bearing,0.25,0.985,24.625,Low
B,B,1.0,Separator Bearing,0.3,1.0,30.0,Medium
IR,IR,1.0,Mill Fan / Auxiliary Bearing,0.25,0.965,24.125,Low
IR,IR,1.0,Grinding Table / Rollers (VRM),0.8,0.9775,78.2,High
OR,OR,1.0,Grinding Table / Rollers (VRM),0.8,0.8425,67.4,High
B,B,1.0,Grinding Table / Rollers (VRM),0.8,0.99,79.2,High
OR,OR,1.0,Girth Gear / Pinion / Gearbox,0.95,0.995,94.52499999999999,Critical
IR,IR,1.0,Separator Bearing,0.3,0.9875,29.625,Low
B,B,1.0,Separator Bearing,0.3,0.9325,27.975,Low
OR,OR,1.0,Separator Bearing,0.3,0.9724999999999999,29.174999999999997,Low
OR,OR,1.0,Girth Gear / Pinion / Gearbox,0.95,1.0,95.0,Critical
OR,OR,1.0,Mill Shell Liners,0.55,0.995,54.725,Medium
OR,OR,1.0,Girth Gear / Pinion / Gearbox,0.95,0.9875,93.8125,Critical
IR,IR,1.0,Mill Fan / Auxiliary Bearing,0.25,0.9624999999999999,24.062499999999996,Low
B,B,1.0,Girth Gear / Pinion / Gearbox,0.95,0.985,93.575,Critical
OR,OR,1.0,Girth Gear / Pinion / Gearbox,0.95,0.985,93.575,Critical
OR,OR,1.0,Mill Shell Liners,0.55,0.95,52.25,Medium
IR,IR,1.0,Mill Fan / Auxiliary Bearing,0.25,0.96,24.0,Low
B,OR,1.0,Mill Fan / Auxiliary Bearing,0.25,0.59,14.75,Low
OR,OR,1.0,Trunnion Bearing (Ball Mill),1.0,1.0,100.0,Critical
OR,OR,1.0,Grinding Table / Rollers (VRM),0.8,1.0,80.0,Critical
IR,IR,1.0,Girth Gear / Pinion / Gearbox,0.95,0.985,93.575,Critical
OR,OR,1.0,Grinding Table / Rollers (VRM),0.8,1.0,80.0,Critical
OR,OR,1.0,Mill Shell Liners,0.55,1.0,55.00000000000001,High
OR,OR,1.0,Girth Gear / Pinion / Gearbox,0.95,0.955,90.725,Critical
IR,IR,1.0,Trunnion Bearing (Ball Mill),1.0,0.51,51.0,Medium
B,B,1.0,Mill Shell Liners,0.55,0.875,48.12500000000001,Medium
IR,IR,1.0,Trunnion Bearing (Ball Mill),1.0,0.93,93.0,Critical
OR,OR,1.0,Girth Gear / Pinion / Gearbox,0.95,0.925,87.875,Critical
OR,OR,1.0,Trunnion Bearing (Ball Mill),1.0,0.9675,96.75,Critical
IR,IR,1.0,Trunnion Bearing (Ball Mill),1.0,0.595,59.5,High
OR,OR,1.0,Mill Shell Liners,0.55,1.0,55.00000000000001,High
B,B,1.0,Separator Bearing,0.3,0.9575,28.725,Low
Normal,Normal,0.0,Separator Bearing,0.3,1.0,0.0,Low
OR,OR,1.0,Trunnion Bearing (Ball Mill),1.0,0.725,72.5,High
OR,OR,1.0,Trunnion Bearing (Ball Mill),1.0,1.0,100.0,Critical
OR,OR,1.0,Grinding Table / Rollers (VRM),0.8,0.755,60.400000000000006,High
Normal,Normal,0.0,Main Drive Motor Bearing,0.5,1.0,0.0,Low
OR,OR,1.0,Separator Bearing,0.3,0.975,29.25,Low
OR,OR,1.0,Separator Bearing,0.3,1.0,30.0,Medium
OR,OR,1.0,Grinding Table / Rollers (VRM),0.8,1.0,80.0,Critical
IR,IR,1.0,Girth Gear / Pinion / Gearbox,0.95,0.955,90.725,Critical
OR,OR,1.0,Trunnion Bearing (Ball Mill),1.0,1.0,100.0,Critical
IR,IR,1.0,Girth Gear / Pinion / Gearbox,0.95,0.995,94.52499999999999,Critical
OR,OR,1.0,Trunnion Bearing (Ball Mill),1.0,0.9375,93.75,Critical
B,OR,1.0,Mill Fan / Auxiliary Bearing,0.25,0.6,15.0,Low
IR,IR,1.0,Girth Gear / Pinion / Gearbox,0.95,0.9524999999999999,90.48749999999998,Critical
OR,OR,1.0,Separator Bearing,0.3,1.0,30.0,Medium
OR,OR,1.0,Mill Shell Liners,0.55,0.9624999999999999,52.93750000000001,Medium
OR,OR,1.0,Mill Shell Liners,0.55,0.9824999999999999,54.03750000000001,Medium
IR,IR,1.0,Mill Shell Liners,0.55,1.0,55.00000000000001,High
OR,OR,1.0,Separator Bearing,0.3,0.995,29.849999999999998,Low
Normal,Normal,0.0,Trunnion Bearing (Ball Mill),1.0,1.0,0.0,Low
IR,IR,1.0,Trunnion Bearing (Ball Mill),1.0,1.0,100.0,Critical
B,B,1.0,Grinding Table / Rollers (VRM),0.8,0.965,77.2,High
IR,IR,1.0,Grinding Table / Rollers (VRM),0.8,0.8625,69.0,High
B,B,1.0,Mill Shell Liners,0.55,0.8325,45.7875,Medium
B,B,1.0,Separator Bearing,0.3,0.95,28.499999999999996,Low
IR,IR,1.0,Main Drive Motor Bearing,0.5,0.985,49.25,Medium
OR,OR,1.0,Girth Gear / Pinion / Gearbox,0.95,1.0,95.0,Critical
IR,IR,1.0,Grinding Table / Rollers (VRM),0.8,1.0,80.0,Critical
OR,OR,1.0,Separator Bearing,0.3,0.985,29.549999999999997,Low
IR,IR,1.0,Girth Gear / Pinion / Gearbox,0.95,0.995,94.52499999999999,Critical
Normal,Normal,0.0,Mill Shell Liners,0.55,1.0,0.0,Low
OR,OR,1.0,Mill Shell Liners,0.55,0.545,29.97500000000001,Low
IR,IR,1.0,Separator Bearing,0.3,0.8825000000000001,26.474999999999998,Low
B,B,1.0,Separator Bearing,0.3,0.8175,24.525,Low
IR,IR,1.0,Mill Shell Liners,0.55,0.9475,52.112500000000004,Medium
IR,IR,1.0,Grinding Table / Rollers (VRM),0.8,0.6599999999999999,52.79999999999999,Medium
OR,OR,1.0,Grinding Table / Rollers (VRM),0.8,0.875,70.0,High
OR,OR,1.0,Grinding Table / Rollers (VRM),0.8,0.995,79.60000000000001,High
B,B,1.0,Girth Gear / Pinion / Gearbox,0.95,0.89,84.55,Critical
IR,IR,1.0,Main Drive Motor Bearing,0.5,0.995,49.75,Medium
OR,OR,1.0,Girth Gear / Pinion / Gearbox,0.95,1.0,95.0,Critical
OR,OR,1.0,Main Drive Motor Bearing,0.5,1.0,50.0,Medium
IR,IR,1.0,Separator Bearing,0.3,0.995,29.849999999999998,Low
B,B,1.0,Mill Fan / Auxiliary Bearing,0.25,0.8025,20.0625,Low
B,B,1.0,Trunnion Bearing (Ball Mill),1.0,0.9,90.0,Critical
OR,OR,1.0,Separator Bearing,0.3,0.905,27.150000000000002,Low
B,B,1.0,Trunnion Bearing (Ball Mill),1.0,1.0,100.0,Critical
OR,OR,1.0,Grinding Table / Rollers (VRM),0.8,0.96,76.8,High
B,B,1.0,Girth Gear / Pinion / Gearbox,0.95,1.0,95.0,Critical
IR,IR,1.0,Girth Gear / Pinion / Gearbox,0.95,0.825,78.375,High
B,B,1.0,Girth Gear / Pinion / Gearbox,0.95,0.9175,87.1625,Critical
B,B,1.0,Trunnion Bearing (Ball Mill),1.0,0.9924999999999999,99.25,Critical
B,B,1.0,Separator Bearing,0.3,0.7849999999999999,23.549999999999997,Low
Normal,Normal,0.0,Trunnion Bearing (Ball Mill),1.0,1.0,0.0,Low
OR,OR,1.0,Grinding Table / Rollers (VRM),0.8,0.98,78.4,High
B,B,1.0,Main Drive Motor Bearing,0.5,1.0,50.0,Medium
OR,OR,1.0,Mill Fan / Auxiliary Bearing,0.25,0.965,24.125,Low
IR,IR,1.0,Separator Bearing,0.3,1.0,30.0,Medium
B,B,1.0,Trunnion Bearing (Ball Mill),1.0,0.6125,61.25000000000001,High
B,OR,1.0,Mill Fan / Auxiliary Bearing,0.25,0.5425,13.5625,Low
IR,IR,1.0,Main Drive Motor Bearing,0.5,0.99,49.5,Medium
IR,IR,1.0,Girth Gear / Pinion / Gearbox,0.95,1.0,95.0,Critical
OR,OR,1.0,Mill Shell Liners,0.55,1.0,55.00000000000001,High
IR,IR,1.0,Mill Fan / Auxiliary Bearing,0.25,1.0,25.0,Low
