true_fault_type,predicted_fault_type,P_fault,equipment,W_severity,W_detection,risk_score,risk_tier
IR,IR,1.0,Countershaft Bearing,0.55,0.975,53.625,Medium
B,B,1.0,Eccentric / Main Shaft Bearing,1.0,0.7575,75.75,High
OR,OR,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,1.0,80.0,Critical
IR,IR,1.0,Countershaft Bearing,0.55,0.835,45.925,Medium
OR,OR,1.0,Countershaft Bearing,0.55,1.0,55.00000000000001,High
OR,OR,1.0,Countershaft Bearing,0.55,1.0,55.00000000000001,High
OR,OR,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,0.995,79.60000000000001,High
IR,IR,1.0,Countershaft Bearing,0.55,0.995,54.725,Medium
OR,OR,1.0,Countershaft Bearing,0.55,1.0,55.00000000000001,High
IR,IR,1.0,Countershaft Bearing,0.55,1.0,55.00000000000001,High
OR,OR,1.0,Eccentric / Main Shaft Bearing,1.0,0.995,99.5,Critical
B,B,1.0,Drive Motor Bearing,0.65,0.975,63.375,High
OR,OR,1.0,Countershaft Bearing,0.55,0.965,53.075,Medium
IR,IR,1.0,Countershaft Bearing,0.55,1.0,55.00000000000001,High
OR,OR,1.0,Eccentric / Main Shaft Bearing,1.0,1.0,100.0,Critical
OR,OR,1.0,Countershaft Bearing,0.55,0.93,51.150000000000006,Medium
B,B,1.0,Eccentric / Main Shaft Bearing,1.0,1.0,100.0,Critical
OR,OR,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,1.0,80.0,Critical
B,B,1.0,Drive Motor Bearing,0.65,0.9775,63.5375,High
B,OR,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,0.6425000000000001,51.40000000000001,Medium
OR,OR,1.0,Drive Motor Bearing,0.65,0.8875,57.6875,High
OR,OR,1.0,Eccentric / Main Shaft Bearing,1.0,0.995,99.5,Critical
OR,OR,1.0,Drive Motor Bearing,0.65,0.945,61.425,High
OR,OR,1.0,Drive Motor Bearing,0.65,0.79,51.35000000000001,Medium
B,B,1.0,Drive Motor Bearing,0.65,1.0,65.0,High
OR,OR,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,1.0,80.0,Critical
OR,OR,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,0.995,79.60000000000001,High
OR,OR,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,0.915,73.2,High
OR,B,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,0.615,49.2,Medium
IR,OR,1.0,Drive Motor Bearing,0.65,0.74,48.1,Medium
OR,OR,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,1.0,80.0,Critical
IR,IR,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,0.87,69.60000000000001,High
OR,OR,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,1.0,80.0,Critical
OR,OR,1.0,Eccentric / Main Shaft Bearing,1.0,1.0,100.0,Critical
IR,IR,1.0,Drive Motor Bearing,0.65,0.8725,56.71250000000001,High
IR,IR,1.0,Countershaft Bearing,0.55,1.0,55.00000000000001,High
OR,OR,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,1.0,80.0,Critical
IR,IR,1.0,Countershaft Bearing,0.55,1.0,55.00000000000001,High
OR,B,1.0,Drive Motor Bearing,0.65,0.9175,59.637499999999996,High
OR,OR,1.0,Eccentric / Main Shaft Bearing,1.0,1.0,100.0,Critical
OR,OR,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,0.8175,65.4,High
OR,B,1.0,Eccentric / Main Shaft Bearing,1.0,0.73,73.0,High
B,B,1.0,Eccentric / Main Shaft Bearing,1.0,1.0,100.0,Critical
OR,OR,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,0.9924999999999999,79.4,High
OR,OR,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,0.625,50.0,Medium
OR,OR,1.0,Countershaft Bearing,0.55,0.96,52.800000000000004,Medium
Normal,Normal,0.0,Eccentric / Main Shaft Bearing,1.0,1.0,0.0,Low
IR,IR,1.0,Countershaft Bearing,0.55,0.9524999999999999,52.387499999999996,Medium
IR,IR,1.0,Eccentric / Main Shaft Bearing,1.0,1.0,100.0,Critical
Normal,Normal,0.0,Eccentric / Main Shaft Bearing,1.0,1.0,0.0,Low
OR,OR,1.0,Drive Motor Bearing,0.65,0.9624999999999999,62.5625,High
OR,OR,1.0,Countershaft Bearing,0.55,1.0,55.00000000000001,High
OR,OR,1.0,Drive Motor Bearing,0.65,0.98,63.7,High
OR,OR,1.0,Eccentric / Main Shaft Bearing,1.0,0.99,99.0,Critical
OR,OR,1.0,Eccentric / Main Shaft Bearing,1.0,0.945,94.5,Critical
OR,OR,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,1.0,80.0,Critical
OR,OR,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,1.0,80.0,Critical
OR,OR,1.0,Countershaft Bearing,0.55,0.98,53.900000000000006,Medium
OR,OR,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,0.985,78.8,High
IR,IR,1.0,Eccentric / Main Shaft Bearing,1.0,0.97,97.0,Critical
OR,OR,1.0,Countershaft Bearing,0.55,0.9875,54.31250000000001,Medium
OR,OR,1.0,Eccentric / Main Shaft Bearing,1.0,0.825,82.5,Critical
IR,IR,1.0,Eccentric / Main Shaft Bearing,1.0,0.995,99.5,Critical
OR,OR,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,0.9775,78.2,High
B,B,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,1.0,80.0,Critical
OR,OR,1.0,Drive Motor Bearing,0.65,0.94,61.1,High
Normal,Normal,0.0,Countershaft Bearing,0.55,1.0,0.0,Low
B,B,1.0,Countershaft Bearing,0.55,1.0,55.00000000000001,High
B,B,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,0.945,75.6,High
B,B,1.0,Countershaft Bearing,0.55,0.975,53.625,Medium
B,B,1.0,Drive Motor Bearing,0.65,0.9075,58.987500000000004,High
OR,OR,1.0,Eccentric / Main Shaft Bearing,1.0,1.0,100.0,Critical
B,B,1.0,Countershaft Bearing,0.55,0.96,52.800000000000004,Medium
OR,OR,1.0,Eccentric / Main Shaft Bearing,1.0,1.0,100.0,Critical
Normal,Normal,0.040000000000000036,Drive Motor Bearing,0.65,0.9624999999999999,2.502500000000002,Low
Normal,Normal,0.0,Countershaft Bearing,0.55,1.0,0.0,Low
OR,OR,1.0,Eccentric / Main Shaft Bearing,1.0,0.9524999999999999,95.24999999999999,Critical
OR,OR,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,1.0,80.0,Critical
Normal,Normal,0.0,Rotor Bearing Housing (Impact/Hammer),0.8,1.0,0.0,Low
OR,OR,1.0,Countershaft Bearing,0.55,0.9624999999999999,52.93750000000001,Medium
B,B,1.0,Eccentric / Main Shaft Bearing,1.0,0.925,92.5,Critical
IR,IR,1.0,Drive Motor Bearing,0.65,0.99,64.35,High
OR,OR,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,1.0,80.0,Critical
OR,OR,1.0,Eccentric / Main Shaft Bearing,1.0,1.0,100.0,Critical
OR,OR,1.0,Drive Motor Bearing,0.65,0.9325,60.612500000000004,High
B,B,1.0,Countershaft Bearing,0.55,1.0,55.00000000000001,High
OR,OR,1.0,Drive Motor Bearing,0.65,1.0,65.0,High
IR,IR,1.0,Eccentric / Main Shaft Bearing,1.0,0.9325,93.25,Critical
OR,OR,1.0,Eccentric / Main Shaft Bearing,1.0,1.0,100.0,Critical
OR,OR,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,0.9924999999999999,79.4,High
B,B,1.0,Drive Motor Bearing,0.65,0.8975,58.3375,High
OR,OR,1.0,Drive Motor Bearing,0.65,1.0,65.0,High
IR,IR,1.0,Eccentric / Main Shaft Bearing,1.0,0.985,98.5,Critical
OR,OR,1.0,Drive Motor Bearing,0.65,0.995,64.67500000000001,High
OR,OR,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,0.99,79.2,High
OR,OR,1.0,Drive Motor Bearing,0.65,1.0,65.0,High
B,B,1.0,Countershaft Bearing,0.55,0.955,52.525,Medium
OR,OR,1.0,Drive Motor Bearing,0.65,1.0,65.0,High
OR,OR,1.0,Eccentric / Main Shaft Bearing,1.0,0.975,97.5,Critical
IR,IR,1.0,Countershaft Bearing,0.55,1.0,55.00000000000001,High
IR,IR,1.0,Eccentric / Main Shaft Bearing,1.0,0.9675,96.75,Critical
Normal,Normal,0.0,Countershaft Bearing,0.55,1.0,0.0,Low
IR,IR,1.0,Eccentric / Main Shaft Bearing,1.0,0.995,99.5,Critical
OR,OR,1.0,Drive Motor Bearing,0.65,0.785,51.025000000000006,Medium
IR,IR,1.0,Eccentric / Main Shaft Bearing,1.0,0.995,99.5,Critical
IR,IR,1.0,Eccentric / Main Shaft Bearing,1.0,0.995,99.5,Critical
B,B,1.0,Drive Motor Bearing,0.65,0.89,57.85,High
OR,OR,1.0,Drive Motor Bearing,0.65,1.0,65.0,High
OR,OR,1.0,Eccentric / Main Shaft Bearing,1.0,0.885,88.5,Critical
IR,IR,1.0,Countershaft Bearing,0.55,0.78,42.900000000000006,Medium
OR,OR,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,0.685,54.800000000000004,Medium
OR,OR,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,1.0,80.0,Critical
B,B,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,0.96,76.8,High
OR,OR,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,1.0,80.0,Critical
IR,IR,1.0,Eccentric / Main Shaft Bearing,1.0,0.9624999999999999,96.24999999999999,Critical
OR,OR,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,1.0,80.0,Critical
B,B,1.0,Eccentric / Main Shaft Bearing,1.0,0.7275,72.75,High
OR,OR,1.0,Eccentric / Main Shaft Bearing,1.0,0.96,96.0,Critical
IR,IR,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,0.8825000000000001,70.60000000000001,High
OR,OR,1.0,Drive Motor Bearing,0.65,0.995,64.67500000000001,High
Normal,Normal,0.0,Countershaft Bearing,0.55,1.0,0.0,Low
B,B,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,0.7525,60.199999999999996,High
OR,OR,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,0.98,78.4,High
OR,OR,1.0,Countershaft Bearing,0.55,1.0,55.00000000000001,High
B,B,1.0,Drive Motor Bearing,0.65,0.965,62.724999999999994,High
IR,IR,1.0,Countershaft Bearing,0.55,1.0,55.00000000000001,High
IR,IR,1.0,Countershaft Bearing,0.55,0.985,54.175000000000004,Medium
B,B,1.0,Countershaft Bearing,0.55,1.0,55.00000000000001,High
IR,IR,1.0,Countershaft Bearing,0.55,0.965,53.075,Medium
IR,IR,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,0.9775,78.2,High
OR,OR,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,0.8425,67.4,High
B,B,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,0.99,79.2,High
OR,OR,1.0,Eccentric / Main Shaft Bearing,1.0,0.995,99.5,Critical
IR,IR,1.0,Drive Motor Bearing,0.65,0.9875,64.18750000000001,High
B,B,1.0,Drive Motor Bearing,0.65,0.9325,60.612500000000004,High
OR,OR,1.0,Countershaft Bearing,0.55,0.9724999999999999,53.4875,Medium
OR,OR,1.0,Eccentric / Main Shaft Bearing,1.0,1.0,100.0,Critical
OR,OR,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,0.995,79.60000000000001,High
OR,OR,1.0,Eccentric / Main Shaft Bearing,1.0,0.9875,98.75,Critical
IR,IR,1.0,Countershaft Bearing,0.55,0.9624999999999999,52.93750000000001,Medium
B,B,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,0.985,78.8,High
OR,OR,1.0,Eccentric / Main Shaft Bearing,1.0,0.985,98.5,Critical
OR,OR,1.0,Drive Motor Bearing,0.65,0.95,61.74999999999999,High
IR,IR,1.0,Countershaft Bearing,0.55,0.96,52.800000000000004,Medium
B,OR,1.0,Countershaft Bearing,0.55,0.59,32.45,Medium
OR,OR,1.0,Eccentric / Main Shaft Bearing,1.0,1.0,100.0,Critical
OR,OR,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,1.0,80.0,Critical
IR,IR,1.0,Eccentric / Main Shaft Bearing,1.0,0.985,98.5,Critical
OR,OR,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,1.0,80.0,Critical
OR,OR,1.0,Drive Motor Bearing,0.65,1.0,65.0,High
OR,OR,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,0.955,76.4,High
IR,IR,1.0,Eccentric / Main Shaft Bearing,1.0,0.51,51.0,Medium
B,B,1.0,Drive Motor Bearing,0.65,0.875,56.875,High
IR,IR,1.0,Eccentric / Main Shaft Bearing,1.0,0.93,93.0,Critical
OR,OR,1.0,Eccentric / Main Shaft Bearing,1.0,0.925,92.5,Critical
OR,OR,1.0,Eccentric / Main Shaft Bearing,1.0,0.9675,96.75,Critical
IR,IR,1.0,Eccentric / Main Shaft Bearing,1.0,0.595,59.5,High
OR,OR,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,1.0,80.0,Critical
B,B,1.0,Countershaft Bearing,0.55,0.9575,52.6625,Medium
Normal,Normal,0.0,Countershaft Bearing,0.55,1.0,0.0,Low
OR,OR,1.0,Eccentric / Main Shaft Bearing,1.0,0.725,72.5,High
OR,OR,1.0,Eccentric / Main Shaft Bearing,1.0,1.0,100.0,Critical
OR,OR,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,0.755,60.400000000000006,High
Normal,Normal,0.0,Drive Motor Bearing,0.65,1.0,0.0,Low
OR,OR,1.0,Drive Motor Bearing,0.65,0.975,63.375,High
OR,OR,1.0,Countershaft Bearing,0.55,1.0,55.00000000000001,High
OR,OR,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,1.0,80.0,Critical
IR,IR,1.0,Eccentric / Main Shaft Bearing,1.0,0.955,95.5,Critical
OR,OR,1.0,Eccentric / Main Shaft Bearing,1.0,1.0,100.0,Critical
IR,IR,1.0,Eccentric / Main Shaft Bearing,1.0,0.995,99.5,Critical
OR,OR,1.0,Eccentric / Main Shaft Bearing,1.0,0.9375,93.75,Critical
B,OR,1.0,Countershaft Bearing,0.55,0.6,33.0,Medium
IR,IR,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,0.9524999999999999,76.2,High
OR,OR,1.0,Countershaft Bearing,0.55,1.0,55.00000000000001,High
OR,OR,1.0,Drive Motor Bearing,0.65,0.9624999999999999,62.5625,High
OR,OR,1.0,Drive Motor Bearing,0.65,0.9824999999999999,63.8625,High
IR,IR,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,1.0,80.0,Critical
OR,OR,1.0,Countershaft Bearing,0.55,0.995,54.725,Medium
Normal,Normal,0.0,Eccentric / Main Shaft Bearing,1.0,1.0,0.0,Low
IR,IR,1.0,Eccentric / Main Shaft Bearing,1.0,1.0,100.0,Critical
B,B,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,0.965,77.2,High
IR,IR,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,0.8625,69.0,High
B,B,1.0,Drive Motor Bearing,0.65,0.8325,54.11250000000001,Medium
B,B,1.0,Drive Motor Bearing,0.65,0.95,61.74999999999999,High
IR,IR,1.0,Drive Motor Bearing,0.65,0.985,64.025,High
OR,OR,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,1.0,80.0,Critical
IR,IR,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,1.0,80.0,Critical
OR,OR,1.0,Countershaft Bearing,0.55,0.985,54.175000000000004,Medium
IR,IR,1.0,Eccentric / Main Shaft Bearing,1.0,0.995,99.5,Critical
Normal,Normal,0.0,Drive Motor Bearing,0.65,1.0,0.0,Low
OR,OR,1.0,Drive Motor Bearing,0.65,0.545,35.425000000000004,Medium
IR,IR,1.0,Countershaft Bearing,0.55,0.8825000000000001,48.53750000000001,Medium
B,B,1.0,Drive Motor Bearing,0.65,0.8175,53.1375,Medium
IR,IR,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,0.9475,75.8,High
IR,IR,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,0.6599999999999999,52.79999999999999,Medium
OR,OR,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,0.875,70.0,High
OR,OR,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,0.995,79.60000000000001,High
B,B,1.0,Eccentric / Main Shaft Bearing,1.0,0.89,89.0,Critical
IR,IR,1.0,Drive Motor Bearing,0.65,0.995,64.67500000000001,High
OR,OR,1.0,Eccentric / Main Shaft Bearing,1.0,1.0,100.0,Critical
OR,OR,1.0,Drive Motor Bearing,0.65,1.0,65.0,High
IR,IR,1.0,Countershaft Bearing,0.55,0.995,54.725,Medium
B,B,1.0,Countershaft Bearing,0.55,0.8025,44.1375,Medium
B,B,1.0,Eccentric / Main Shaft Bearing,1.0,0.9,90.0,Critical
OR,OR,1.0,Countershaft Bearing,0.55,0.905,49.775000000000006,Medium
B,B,1.0,Eccentric / Main Shaft Bearing,1.0,1.0,100.0,Critical
OR,OR,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,0.96,76.8,High
B,B,1.0,Eccentric / Main Shaft Bearing,1.0,1.0,100.0,Critical
IR,IR,1.0,Eccentric / Main Shaft Bearing,1.0,0.825,82.5,Critical
B,B,1.0,Eccentric / Main Shaft Bearing,1.0,0.9175,91.75,Critical
B,B,1.0,Eccentric / Main Shaft Bearing,1.0,0.9924999999999999,99.25,Critical
B,B,1.0,Countershaft Bearing,0.55,0.7849999999999999,43.175,Medium
Normal,Normal,0.0,Eccentric / Main Shaft Bearing,1.0,1.0,0.0,Low
OR,OR,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,0.98,78.4,High
B,B,1.0,Drive Motor Bearing,0.65,1.0,65.0,High
OR,OR,1.0,Countershaft Bearing,0.55,0.965,53.075,Medium
IR,IR,1.0,Countershaft Bearing,0.55,1.0,55.00000000000001,High
B,B,1.0,Eccentric / Main Shaft Bearing,1.0,0.6125,61.25000000000001,High
B,OR,1.0,Countershaft Bearing,0.55,0.5425,29.8375,Low
IR,IR,1.0,Drive Motor Bearing,0.65,0.99,64.35,High
IR,IR,1.0,Eccentric / Main Shaft Bearing,1.0,1.0,100.0,Critical
OR,OR,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,1.0,80.0,Critical
IR,IR,1.0,Countershaft Bearing,0.55,1.0,55.00000000000001,High
B,B,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,0.9225,73.8,High
IR,IR,1.0,Eccentric / Main Shaft Bearing,1.0,0.5175,51.74999999999999,Medium
OR,OR,1.0,Countershaft Bearing,0.55,0.965,53.075,Medium
Normal,Normal,0.0,Countershaft Bearing,0.55,1.0,0.0,Low
OR,OR,1.0,Countershaft Bearing,0.55,1.0,55.00000000000001,High
OR,OR,1.0,Countershaft Bearing,0.55,0.985,54.175000000000004,Medium
B,B,1.0,Countershaft Bearing,0.55,0.96,52.800000000000004,Medium
IR,IR,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,1.0,80.0,Critical
OR,OR,1.0,Eccentric / Main Shaft Bearing,1.0,0.98,98.0,Critical
OR,OR,1.0,Drive Motor Bearing,0.65,0.9475,61.587500000000006,High
B,B,1.0,Eccentric / Main Shaft Bearing,1.0,1.0,100.0,Critical
IR,IR,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,0.6075,48.6,Medium
IR,IR,1.0,Drive Motor Bearing,0.65,1.0,65.0,High
OR,OR,1.0,Countershaft Bearing,0.55,0.915,50.32500000000001,Medium
B,B,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,0.905,72.4,High
OR,OR,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,1.0,80.0,Critical
OR,OR,1.0,Drive Motor Bearing,0.65,0.915,59.475,High
OR,OR,1.0,Eccentric / Main Shaft Bearing,1.0,0.995,99.5,Critical
B,B,1.0,Drive Motor Bearing,0.65,1.0,65.0,High
IR,IR,1.0,Drive Motor Bearing,0.65,1.0,65.0,High
B,B,1.0,Drive Motor Bearing,0.65,0.905,58.825,High
IR,IR,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,1.0,80.0,Critical
OR,OR,1.0,Countershaft Bearing,0.55,0.96,52.800000000000004,Medium
B,OR,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,0.515,41.2,Medium
Normal,Normal,0.0,Drive Motor Bearing,0.65,1.0,0.0,Low
IR,IR,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,0.98,78.4,High
B,B,1.0,Eccentric / Main Shaft Bearing,1.0,0.9524999999999999,95.24999999999999,Critical
OR,OR,1.0,Drive Motor Bearing,0.65,0.9,58.50000000000001,High
B,B,1.0,Eccentric / Main Shaft Bearing,1.0,0.995,99.5,Critical
OR,OR,1.0,Countershaft Bearing,0.55,0.965,53.075,Medium
OR,OR,1.0,Drive Motor Bearing,0.65,1.0,65.0,High
B,OR,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,0.915,73.2,High
OR,OR,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,1.0,80.0,Critical
IR,IR,1.0,Drive Motor Bearing,0.65,0.975,63.375,High
OR,OR,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,0.97,77.60000000000001,High
OR,OR,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,1.0,80.0,Critical
OR,OR,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,0.68,54.400000000000006,Medium
OR,OR,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,0.995,79.60000000000001,High
OR,OR,1.0,Countershaft Bearing,0.55,1.0,55.00000000000001,High
OR,OR,1.0,Eccentric / Main Shaft Bearing,1.0,0.9375,93.75,Critical
OR,OR,1.0,Countershaft Bearing,0.55,0.9875,54.31250000000001,Medium
OR,OR,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,0.645,51.6,Medium
IR,IR,1.0,Drive Motor Bearing,0.65,0.985,64.025,High
OR,OR,1.0,Eccentric / Main Shaft Bearing,1.0,1.0,100.0,Critical
OR,OR,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,0.995,79.60000000000001,High
IR,IR,1.0,Countershaft Bearing,0.55,0.78,42.900000000000006,Medium
IR,IR,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,0.995,79.60000000000001,High
B,B,1.0,Eccentric / Main Shaft Bearing,1.0,1.0,100.0,Critical
OR,OR,1.0,Drive Motor Bearing,0.65,1.0,65.0,High
B,B,1.0,Eccentric / Main Shaft Bearing,1.0,1.0,100.0,Critical
OR,OR,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,0.99,79.2,High
OR,OR,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,1.0,80.0,Critical
IR,IR,1.0,Drive Motor Bearing,0.65,0.905,58.825,High
OR,OR,1.0,Drive Motor Bearing,0.65,0.995,64.67500000000001,High
IR,IR,1.0,Drive Motor Bearing,0.65,1.0,65.0,High
OR,OR,1.0,Countershaft Bearing,0.55,0.995,54.725,Medium
OR,OR,1.0,Eccentric / Main Shaft Bearing,1.0,0.9450000000000001,94.5,Critical
IR,IR,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,0.9924999999999999,79.4,High
B,B,1.0,Eccentric / Main Shaft Bearing,1.0,0.995,99.5,Critical
B,B,1.0,Eccentric / Main Shaft Bearing,1.0,0.9575,95.75,Critical
B,B,1.0,Eccentric / Main Shaft Bearing,1.0,0.7975,79.75,High
OR,OR,1.0,Drive Motor Bearing,0.65,1.0,65.0,High
IR,IR,1.0,Countershaft Bearing,0.55,1.0,55.00000000000001,High
OR,OR,1.0,Countershaft Bearing,0.55,0.99,54.449999999999996,Medium
Normal,Normal,0.0,Drive Motor Bearing,0.65,1.0,0.0,Low
B,B,1.0,Countershaft Bearing,0.55,0.96,52.800000000000004,Medium
OR,OR,1.0,Eccentric / Main Shaft Bearing,1.0,0.95,95.0,Critical
OR,OR,1.0,Countershaft Bearing,0.55,1.0,55.00000000000001,High
B,B,1.0,Countershaft Bearing,0.55,0.7675000000000001,42.212500000000006,Medium
B,B,1.0,Eccentric / Main Shaft Bearing,1.0,0.7150000000000001,71.50000000000001,High
B,B,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,0.9125000000000001,73.00000000000001,High
B,B,1.0,Countershaft Bearing,0.55,0.885,48.675000000000004,Medium
IR,IR,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,0.5525,44.2,Medium
IR,IR,1.0,Countershaft Bearing,0.55,1.0,55.00000000000001,High
OR,OR,1.0,Countershaft Bearing,0.55,1.0,55.00000000000001,High
OR,OR,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,1.0,80.0,Critical
IR,IR,1.0,Eccentric / Main Shaft Bearing,1.0,0.995,99.5,Critical
OR,OR,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,0.97,77.60000000000001,High
B,B,1.0,Eccentric / Main Shaft Bearing,1.0,0.8525,85.25,Critical
OR,OR,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,1.0,80.0,Critical
OR,OR,1.0,Drive Motor Bearing,0.65,1.0,65.0,High
IR,IR,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,0.9225000000000001,73.80000000000001,High
B,B,1.0,Eccentric / Main Shaft Bearing,1.0,0.98,98.0,Critical
OR,OR,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,1.0,80.0,Critical
Normal,Normal,0.0,Drive Motor Bearing,0.65,1.0,0.0,Low
IR,IR,1.0,Eccentric / Main Shaft Bearing,1.0,1.0,100.0,Critical
B,B,1.0,Eccentric / Main Shaft Bearing,1.0,0.96,96.0,Critical
OR,OR,1.0,Countershaft Bearing,0.55,1.0,55.00000000000001,High
B,B,1.0,Eccentric / Main Shaft Bearing,1.0,0.8125,81.25,Critical
OR,OR,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,0.995,79.60000000000001,High
IR,IR,1.0,Eccentric / Main Shaft Bearing,1.0,1.0,100.0,Critical
B,B,1.0,Eccentric / Main Shaft Bearing,1.0,0.915,91.5,Critical
Normal,Normal,0.0,Rotor Bearing Housing (Impact/Hammer),0.8,1.0,0.0,Low
OR,OR,1.0,Drive Motor Bearing,0.65,0.89,57.85,High
B,B,1.0,Eccentric / Main Shaft Bearing,1.0,0.9475,94.75,Critical
OR,OR,1.0,Eccentric / Main Shaft Bearing,1.0,0.985,98.5,Critical
OR,OR,1.0,Eccentric / Main Shaft Bearing,1.0,1.0,100.0,Critical
IR,IR,1.0,Drive Motor Bearing,0.65,1.0,65.0,High
OR,OR,1.0,Countershaft Bearing,0.55,0.965,53.075,Medium
B,B,1.0,Eccentric / Main Shaft Bearing,1.0,0.9299999999999999,93.0,Critical
IR,IR,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,1.0,80.0,Critical
OR,OR,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,0.975,78.0,High
OR,OR,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,0.995,79.60000000000001,High
OR,OR,1.0,Eccentric / Main Shaft Bearing,1.0,0.5675,56.75,High
OR,OR,1.0,Eccentric / Main Shaft Bearing,1.0,0.9775,97.75,Critical
B,B,1.0,Drive Motor Bearing,0.65,0.98,63.7,High
OR,OR,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,0.9424999999999999,75.4,High
OR,OR,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,1.0,80.0,Critical
OR,OR,1.0,Rotor Bearing Housing (Impact/Hammer),0.8,0.88,70.4,High
OR,OR,1.0,Countershaft Bearing,0.55,0.97,53.349999999999994,Medium
