true_fault_type,predicted_fault_type,P_fault,equipment,W_severity,W_detection,risk_score,risk_tier
IR,IR,1.0,Impeller / Filling Head Bearing,0.75,0.985,73.875,High
IR,IR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.9275,74.2,High
OR,OR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,1.0,80.0,Critical
OR,OR,1.0,Conveyor Belt / Roller Bearing,0.35,1.0,35.0,Medium
OR,OR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.995,79.60000000000001,High
B,B,1.0,Impeller / Filling Head Bearing,0.75,0.9175,68.8125,High
B,B,1.0,Conveyor Belt / Roller Bearing,0.35,0.985,34.475,Medium
IR,IR,1.0,Conveyor Belt / Roller Bearing,0.35,1.0,35.0,Medium
OR,OR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.9,72.00000000000001,High
OR,OR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,1.0,80.0,Critical
OR,OR,1.0,Impeller / Filling Head Bearing,0.75,1.0,75.0,High
OR,OR,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,1.0,65.0,High
IR,IR,1.0,Conveyor Belt / Roller Bearing,0.35,0.985,34.475,Medium
OR,OR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,1.0,80.0,Critical
Normal,Normal,0.0,Rotary Drive System (Main Drive Motor Bearing),0.8,1.0,0.0,Low
OR,OR,1.0,Impeller / Filling Head Bearing,0.75,0.85,63.74999999999999,High
B,B,1.0,Conveyor Belt / Roller Bearing,0.35,0.995,34.825,Medium
OR,OR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.9875,79.0,High
B,B,1.0,Impeller / Filling Head Bearing,0.75,0.7324999999999999,54.93749999999999,Medium
Normal,Normal,0.0,Rotary Drive System (Main Drive Motor Bearing),0.8,1.0,0.0,Low
B,B,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,1.0,80.0,Critical
OR,OR,1.0,Conveyor Belt / Roller Bearing,0.35,0.89,31.15,Medium
Normal,Normal,0.0,Rotary Drive System (Main Drive Motor Bearing),0.8,1.0,0.0,Low
Normal,Normal,0.0,Impeller / Filling Head Bearing,0.75,1.0,0.0,Low
B,B,1.0,Conveyor Belt / Roller Bearing,0.35,0.725,25.374999999999996,Low
OR,OR,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,1.0,65.0,High
OR,OR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,1.0,80.0,Critical
Normal,Normal,0.0,Impeller / Filling Head Bearing,0.75,1.0,0.0,Low
OR,OR,1.0,Conveyor Belt / Roller Bearing,0.35,0.59,20.65,Low
OR,OR,1.0,Impeller / Filling Head Bearing,0.75,0.7725,57.9375,High
IR,IR,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,1.0,65.0,High
IR,IR,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,1.0,65.0,High
B,B,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,1.0,65.0,High
OR,OR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,1.0,80.0,Critical
Normal,Normal,0.0,Conveyor Belt / Roller Bearing,0.35,1.0,0.0,Low
IR,IR,1.0,Conveyor Belt / Roller Bearing,0.35,1.0,35.0,Medium
IR,IR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,1.0,80.0,Critical
OR,OR,1.0,Conveyor Belt / Roller Bearing,0.35,0.8525,29.8375,Low
B,B,1.0,Conveyor Belt / Roller Bearing,0.35,0.705,24.674999999999997,Low
Normal,Normal,0.020000000000000018,Palletizer Servo Drive / Gripper Bearing,0.65,0.9824999999999999,1.277250000000001,Low
OR,OR,1.0,Impeller / Filling Head Bearing,0.75,0.75,56.25,High
OR,OR,1.0,Impeller / Filling Head Bearing,0.75,1.0,75.0,High
B,B,1.0,Conveyor Belt / Roller Bearing,0.35,0.545,19.075,Low
B,B,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.5874999999999999,47.0,Medium
OR,OR,1.0,Conveyor Belt / Roller Bearing,0.35,1.0,35.0,Medium
OR,OR,1.0,Conveyor Belt / Roller Bearing,0.35,0.9299999999999999,32.55,Medium
B,B,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,0.755,49.075,Medium
IR,IR,1.0,Impeller / Filling Head Bearing,0.75,1.0,75.0,High
Normal,Normal,0.0,Palletizer Servo Drive / Gripper Bearing,0.65,1.0,0.0,Low
IR,IR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.995,79.60000000000001,High
OR,OR,1.0,Conveyor Belt / Roller Bearing,0.35,0.9675,33.862500000000004,Medium
OR,OR,1.0,Impeller / Filling Head Bearing,0.75,1.0,75.0,High
IR,IR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.995,79.60000000000001,High
OR,OR,1.0,Conveyor Belt / Roller Bearing,0.35,0.9875,34.5625,Medium
OR,OR,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,0.8674999999999999,56.3875,High
OR,OR,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,0.995,64.67500000000001,High
OR,OR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.995,79.60000000000001,High
B,B,1.0,Conveyor Belt / Roller Bearing,0.35,0.88,30.8,Medium
OR,OR,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,0.93,60.45,High
OR,OR,1.0,Conveyor Belt / Roller Bearing,0.35,1.0,35.0,Medium
OR,OR,1.0,Conveyor Belt / Roller Bearing,0.35,1.0,35.0,Medium
B,B,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.9775,78.2,High
B,B,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.995,79.60000000000001,High
OR,OR,1.0,Conveyor Belt / Roller Bearing,0.35,1.0,35.0,Medium
IR,IR,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,0.935,60.775,High
B,B,1.0,Impeller / Filling Head Bearing,0.75,0.985,73.875,High
OR,OR,1.0,Impeller / Filling Head Bearing,0.75,0.955,71.625,High
B,B,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,0.98,63.7,High
OR,OR,1.0,Conveyor Belt / Roller Bearing,0.35,1.0,35.0,Medium
IR,IR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,1.0,80.0,Critical
IR,IR,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,1.0,65.0,High
OR,OR,1.0,Conveyor Belt / Roller Bearing,0.35,0.9450000000000001,33.074999999999996,Medium
IR,IR,1.0,Impeller / Filling Head Bearing,0.75,0.995,74.625,High
OR,OR,1.0,Impeller / Filling Head Bearing,0.75,0.98,73.5,High
OR,OR,1.0,Conveyor Belt / Roller Bearing,0.35,0.72,25.2,Low
B,B,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.69,55.199999999999996,High
IR,IR,1.0,Impeller / Filling Head Bearing,0.75,0.99,74.25,High
B,B,1.0,Impeller / Filling Head Bearing,0.75,0.8825000000000001,66.1875,High
IR,IR,1.0,Conveyor Belt / Roller Bearing,0.35,0.995,34.825,Medium
OR,OR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,1.0,80.0,Critical
IR,IR,1.0,Impeller / Filling Head Bearing,0.75,0.9875,74.06250000000001,High
OR,OR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.995,79.60000000000001,High
OR,OR,1.0,Conveyor Belt / Roller Bearing,0.35,0.8925000000000001,31.2375,Medium
IR,IR,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,1.0,65.0,High
OR,OR,1.0,Impeller / Filling Head Bearing,0.75,0.99,74.25,High
IR,IR,1.0,Impeller / Filling Head Bearing,0.75,0.8574999999999999,64.3125,High
B,B,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.99,79.2,High
B,B,1.0,Conveyor Belt / Roller Bearing,0.35,0.9924999999999999,34.73749999999999,Medium
OR,OR,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,0.88,57.2,High
OR,OR,1.0,Impeller / Filling Head Bearing,0.75,0.995,74.625,High
IR,IR,1.0,Impeller / Filling Head Bearing,0.75,0.9924999999999999,74.4375,High
OR,OR,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,1.0,65.0,High
B,B,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,0.915,59.475,High
B,B,1.0,Impeller / Filling Head Bearing,0.75,0.9475,71.0625,High
B,B,1.0,Impeller / Filling Head Bearing,0.75,0.95,71.24999999999999,High
OR,OR,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,1.0,65.0,High
IR,IR,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,1.0,65.0,High
IR,IR,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,0.955,62.075,High
OR,OR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.995,79.60000000000001,High
OR,OR,1.0,Impeller / Filling Head Bearing,0.75,1.0,75.0,High
B,B,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,0.98,63.7,High
IR,IR,1.0,Conveyor Belt / Roller Bearing,0.35,1.0,35.0,Medium
IR,IR,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,0.975,63.375,High
OR,OR,1.0,Impeller / Filling Head Bearing,0.75,0.96,72.0,High
IR,IR,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,0.845,54.925000000000004,Medium
IR,IR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.94,75.2,High
OR,OR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,1.0,80.0,Critical
IR,IR,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,1.0,65.0,High
IR,IR,1.0,Conveyor Belt / Roller Bearing,0.35,0.99,34.65,Medium
OR,OR,1.0,Conveyor Belt / Roller Bearing,0.35,0.965,33.775,Medium
IR,IR,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,1.0,65.0,High
OR,OR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.9824999999999999,78.60000000000001,High
B,B,1.0,Conveyor Belt / Roller Bearing,0.35,0.96,33.599999999999994,Medium
IR,IR,1.0,Impeller / Filling Head Bearing,0.75,0.9225,69.1875,High
B,B,1.0,Impeller / Filling Head Bearing,0.75,0.915,68.625,High
OR,OR,1.0,Conveyor Belt / Roller Bearing,0.35,0.88,30.8,Medium
OR,OR,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,0.995,64.67500000000001,High
IR,IR,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,0.975,63.375,High
OR,OR,1.0,Impeller / Filling Head Bearing,0.75,0.9275,69.5625,High
OR,OR,1.0,Conveyor Belt / Roller Bearing,0.35,0.745,26.075,Low
B,B,0.975,Impeller / Filling Head Bearing,0.75,0.9624999999999999,70.38281249999999,High
OR,OR,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,1.0,65.0,High
IR,IR,1.0,Conveyor Belt / Roller Bearing,0.35,0.945,33.074999999999996,Medium
B,B,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,0.555,36.07500000000001,Medium
IR,IR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,1.0,80.0,Critical
OR,OR,1.0,Impeller / Filling Head Bearing,0.75,0.9824999999999999,73.6875,High
OR,OR,1.0,Impeller / Filling Head Bearing,0.75,0.86,64.5,High
B,B,1.0,Conveyor Belt / Roller Bearing,0.35,0.82,28.7,Low
OR,OR,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,0.99,64.35,High
B,B,1.0,Impeller / Filling Head Bearing,0.75,0.6975,52.31250000000001,Medium
OR,OR,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,0.985,64.025,High
OR,OR,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,0.8,52.0,Medium
OR,OR,1.0,Impeller / Filling Head Bearing,0.75,0.8300000000000001,62.25000000000001,High
OR,OR,1.0,Impeller / Filling Head Bearing,0.75,0.5675,42.5625,Medium
OR,OR,1.0,Conveyor Belt / Roller Bearing,0.35,0.9775,34.2125,Medium
IR,B,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,0.5325,34.612500000000004,Medium
OR,OR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.995,79.60000000000001,High
OR,OR,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,1.0,65.0,High
IR,IR,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,0.9175,59.637499999999996,High
B,B,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,0.83,53.949999999999996,Medium
IR,IR,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,0.6525,42.412499999999994,Medium
OR,OR,1.0,Conveyor Belt / Roller Bearing,0.35,0.9524999999999999,33.33749999999999,Medium
IR,IR,1.0,Impeller / Filling Head Bearing,0.75,0.97,72.75,High
IR,IR,1.0,Impeller / Filling Head Bearing,0.75,0.9875,74.06250000000001,High
OR,OR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,1.0,80.0,Critical
OR,OR,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,0.995,64.67500000000001,High
IR,IR,1.0,Impeller / Filling Head Bearing,0.75,0.8300000000000001,62.25000000000001,High
OR,IR,1.0,Impeller / Filling Head Bearing,0.75,0.565,42.37499999999999,Medium
B,B,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,1.0,65.0,High
OR,OR,1.0,Impeller / Filling Head Bearing,0.75,1.0,75.0,High
OR,OR,1.0,Impeller / Filling Head Bearing,0.75,1.0,75.0,High
OR,OR,1.0,Impeller / Filling Head Bearing,0.75,0.9724999999999999,72.93749999999999,High
IR,IR,1.0,Impeller / Filling Head Bearing,0.75,0.9275,69.5625,High
OR,OR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.85,68.0,High
IR,IR,1.0,Conveyor Belt / Roller Bearing,0.35,0.995,34.825,Medium
OR,OR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.925,74.00000000000001,High
OR,OR,1.0,Impeller / Filling Head Bearing,0.75,1.0,75.0,High
OR,OR,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,1.0,65.0,High
B,B,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.7625,61.0,High
OR,OR,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,0.925,60.12500000000001,High
OR,OR,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,1.0,65.0,High
OR,OR,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,1.0,65.0,High
OR,OR,1.0,Impeller / Filling Head Bearing,0.75,0.7175,53.8125,Medium
IR,IR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,1.0,80.0,Critical
OR,OR,1.0,Conveyor Belt / Roller Bearing,0.35,0.995,34.825,Medium
OR,OR,1.0,Impeller / Filling Head Bearing,0.75,1.0,75.0,High
Normal,Normal,0.030000000000000027,Conveyor Belt / Roller Bearing,0.35,0.97,1.0185000000000008,Low
OR,OR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,1.0,80.0,Critical
B,B,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.96,76.8,High
B,B,1.0,Conveyor Belt / Roller Bearing,0.35,0.73,25.55,Low
OR,OR,1.0,Conveyor Belt / Roller Bearing,0.35,0.9824999999999999,34.387499999999996,Medium
OR,OR,1.0,Conveyor Belt / Roller Bearing,0.35,1.0,35.0,Medium
OR,OR,1.0,Conveyor Belt / Roller Bearing,0.35,0.8325,29.1375,Low
OR,OR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.915,73.2,High
IR,IR,1.0,Conveyor Belt / Roller Bearing,0.35,0.895,31.324999999999996,Medium
B,B,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,0.9924999999999999,64.51249999999999,High
OR,B,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.6625,53.0,Medium
OR,OR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,1.0,80.0,Critical
OR,OR,1.0,Conveyor Belt / Roller Bearing,0.35,1.0,35.0,Medium
OR,OR,1.0,Impeller / Filling Head Bearing,0.75,1.0,75.0,High
OR,OR,1.0,Conveyor Belt / Roller Bearing,0.35,0.93,32.550000000000004,Medium
OR,OR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,1.0,80.0,Critical
B,B,1.0,Impeller / Filling Head Bearing,0.75,0.975,73.125,High
OR,OR,1.0,Impeller / Filling Head Bearing,0.75,0.795,59.62500000000001,High
OR,OR,1.0,Impeller / Filling Head Bearing,0.75,1.0,75.0,High
Normal,Normal,0.0,Palletizer Servo Drive / Gripper Bearing,0.65,1.0,0.0,Low
OR,OR,1.0,Conveyor Belt / Roller Bearing,0.35,1.0,35.0,Medium
B,B,1.0,Conveyor Belt / Roller Bearing,0.35,0.965,33.775,Medium
OR,OR,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,0.95,61.74999999999999,High
B,B,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.99,79.2,High
OR,OR,1.0,Conveyor Belt / Roller Bearing,0.35,0.955,33.425,Medium
Normal,Normal,0.0,Palletizer Servo Drive / Gripper Bearing,0.65,1.0,0.0,Low
OR,OR,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,1.0,65.0,High
OR,OR,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,0.88,57.2,High
B,B,1.0,Conveyor Belt / Roller Bearing,0.35,0.98,34.3,Medium
B,B,1.0,Conveyor Belt / Roller Bearing,0.35,0.95,33.24999999999999,Medium
OR,OR,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,1.0,65.0,High
B,OR,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,0.6074999999999999,39.4875,Medium
OR,OR,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,0.995,64.67500000000001,High
OR,OR,1.0,Impeller / Filling Head Bearing,0.75,0.7825,58.6875,High
B,B,1.0,Impeller / Filling Head Bearing,0.75,0.68,51.0,Medium
B,B,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,0.88,57.2,High
B,OR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.6675,53.400000000000006,Medium
OR,OR,1.0,Impeller / Filling Head Bearing,0.75,1.0,75.0,High
OR,OR,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,0.9875,64.18750000000001,High
OR,OR,1.0,Conveyor Belt / Roller Bearing,0.35,0.91,31.85,Medium
IR,IR,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,1.0,65.0,High
IR,IR,1.0,Impeller / Filling Head Bearing,0.75,0.995,74.625,High
OR,OR,1.0,Impeller / Filling Head Bearing,0.75,1.0,75.0,High
OR,OR,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,0.7625,49.5625,Medium
B,B,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,0.775,50.375,Medium
B,B,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.9125000000000001,73.00000000000001,High
B,B,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,0.645,41.925000000000004,Medium
B,B,1.0,Impeller / Filling Head Bearing,0.75,0.8625,64.68750000000001,High
OR,OR,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,0.995,64.67500000000001,High
B,B,1.0,Conveyor Belt / Roller Bearing,0.35,0.8300000000000001,29.049999999999997,Low
OR,OR,1.0,Conveyor Belt / Roller Bearing,0.35,0.97,33.949999999999996,Medium
OR,OR,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,0.98,63.7,High
B,B,1.0,Impeller / Filling Head Bearing,0.75,0.9075,68.0625,High
OR,OR,1.0,Impeller / Filling Head Bearing,0.75,0.9875,74.06250000000001,High
IR,IR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,1.0,80.0,Critical
OR,OR,1.0,Conveyor Belt / Roller Bearing,0.35,0.845,29.574999999999996,Low
OR,OR,1.0,Conveyor Belt / Roller Bearing,0.35,0.935,32.725,Medium
IR,IR,1.0,Conveyor Belt / Roller Bearing,0.35,0.99,34.65,Medium
OR,OR,1.0,Impeller / Filling Head Bearing,0.75,1.0,75.0,High
B,B,1.0,Impeller / Filling Head Bearing,0.75,0.8825000000000001,66.1875,High
OR,OR,1.0,Conveyor Belt / Roller Bearing,0.35,0.8775,30.7125,Medium
OR,B,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,0.5025,32.6625,Medium
OR,B,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,0.54,35.1,Medium
OR,OR,1.0,Impeller / Filling Head Bearing,0.75,0.9824999999999999,73.6875,High
OR,OR,1.0,Impeller / Filling Head Bearing,0.75,0.9,67.5,High
OR,OR,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,1.0,65.0,High
B,B,1.0,Conveyor Belt / Roller Bearing,0.35,0.9199999999999999,32.199999999999996,Medium
OR,OR,1.0,Impeller / Filling Head Bearing,0.75,1.0,75.0,High
IR,IR,1.0,Conveyor Belt / Roller Bearing,0.35,0.975,34.125,Medium
B,B,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.7575,60.6,High
OR,OR,1.0,Impeller / Filling Head Bearing,0.75,1.0,75.0,High
IR,IR,1.0,Conveyor Belt / Roller Bearing,0.35,0.835,29.224999999999994,Low
OR,OR,1.0,Conveyor Belt / Roller Bearing,0.35,1.0,35.0,Medium
OR,OR,1.0,Conveyor Belt / Roller Bearing,0.35,1.0,35.0,Medium
OR,OR,1.0,Impeller / Filling Head Bearing,0.75,0.995,74.625,High
IR,IR,1.0,Conveyor Belt / Roller Bearing,0.35,0.995,34.825,Medium
OR,OR,1.0,Conveyor Belt / Roller Bearing,0.35,1.0,35.0,Medium
IR,IR,1.0,Conveyor Belt / Roller Bearing,0.35,1.0,35.0,Medium
OR,OR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.995,79.60000000000001,High
B,B,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,0.975,63.375,High
OR,OR,1.0,Conveyor Belt / Roller Bearing,0.35,0.965,33.775,Medium
IR,IR,1.0,Conveyor Belt / Roller Bearing,0.35,1.0,35.0,Medium
OR,OR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,1.0,80.0,Critical
OR,OR,1.0,Conveyor Belt / Roller Bearing,0.35,0.93,32.550000000000004,Medium
B,B,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,1.0,80.0,Critical
OR,OR,1.0,Impeller / Filling Head Bearing,0.75,1.0,75.0,High
B,B,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,0.9775,63.5375,High
B,OR,1.0,Impeller / Filling Head Bearing,0.75,0.6425000000000001,48.18750000000001,Medium
OR,OR,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,0.8875,57.6875,High
OR,OR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.995,79.60000000000001,High
OR,OR,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,0.945,61.425,High
OR,OR,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,0.79,51.35000000000001,Medium
B,B,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,1.0,65.0,High
OR,OR,1.0,Impeller / Filling Head Bearing,0.75,1.0,75.0,High
OR,OR,1.0,Impeller / Filling Head Bearing,0.75,0.995,74.625,High
OR,OR,1.0,Impeller / Filling Head Bearing,0.75,0.915,68.625,High
OR,B,1.0,Impeller / Filling Head Bearing,0.75,0.615,46.125,Medium
IR,OR,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,0.74,48.1,Medium
OR,OR,1.0,Impeller / Filling Head Bearing,0.75,1.0,75.0,High
IR,IR,1.0,Impeller / Filling Head Bearing,0.75,0.87,65.25,High
OR,OR,1.0,Impeller / Filling Head Bearing,0.75,1.0,75.0,High
OR,OR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,1.0,80.0,Critical
IR,IR,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,0.8725,56.71250000000001,High
IR,IR,1.0,Conveyor Belt / Roller Bearing,0.35,1.0,35.0,Medium
OR,OR,1.0,Impeller / Filling Head Bearing,0.75,1.0,75.0,High
IR,IR,1.0,Conveyor Belt / Roller Bearing,0.35,1.0,35.0,Medium
OR,B,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,0.9175,59.637499999999996,High
OR,OR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,1.0,80.0,Critical
OR,OR,1.0,Impeller / Filling Head Bearing,0.75,0.8175,61.3125,High
OR,B,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.73,58.4,High
B,B,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,1.0,80.0,Critical
OR,OR,1.0,Impeller / Filling Head Bearing,0.75,0.9924999999999999,74.4375,High
OR,OR,1.0,Impeller / Filling Head Bearing,0.75,0.625,46.875,Medium
OR,OR,1.0,Conveyor Belt / Roller Bearing,0.35,0.96,33.599999999999994,Medium
Normal,Normal,0.0,Rotary Drive System (Main Drive Motor Bearing),0.8,1.0,0.0,Low
IR,IR,1.0,Conveyor Belt / Roller Bearing,0.35,0.9524999999999999,33.33749999999999,Medium
IR,IR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,1.0,80.0,Critical
Normal,Normal,0.0,Rotary Drive System (Main Drive Motor Bearing),0.8,1.0,0.0,Low
OR,OR,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,0.9624999999999999,62.5625,High
OR,OR,1.0,Conveyor Belt / Roller Bearing,0.35,1.0,35.0,Medium
OR,OR,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,0.98,63.7,High
OR,OR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.99,79.2,High
OR,OR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.945,75.6,High
OR,OR,1.0,Impeller / Filling Head Bearing,0.75,1.0,75.0,High
OR,OR,1.0,Impeller / Filling Head Bearing,0.75,1.0,75.0,High
OR,OR,1.0,Conveyor Belt / Roller Bearing,0.35,0.98,34.3,Medium
OR,OR,1.0,Impeller / Filling Head Bearing,0.75,0.985,73.875,High
IR,IR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.97,77.60000000000001,High
OR,OR,1.0,Conveyor Belt / Roller Bearing,0.35,0.9875,34.5625,Medium
OR,OR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.825,66.0,High
IR,IR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.995,79.60000000000001,High
OR,OR,1.0,Impeller / Filling Head Bearing,0.75,0.9775,73.3125,High
B,B,1.0,Impeller / Filling Head Bearing,0.75,1.0,75.0,High
OR,OR,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,0.94,61.1,High
Normal,Normal,0.0,Conveyor Belt / Roller Bearing,0.35,1.0,0.0,Low
B,B,1.0,Conveyor Belt / Roller Bearing,0.35,1.0,35.0,Medium
B,B,1.0,Impeller / Filling Head Bearing,0.75,0.945,70.875,High
B,B,1.0,Conveyor Belt / Roller Bearing,0.35,0.975,34.125,Medium
B,B,1.0,Palletizer Servo Drive / Gripper Bearing,0.65,0.9075,58.987500000000004,High
OR,OR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,1.0,80.0,Critical
B,B,1.0,Conveyor Belt / Roller Bearing,0.35,0.96,33.599999999999994,Medium
OR,OR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,1.0,80.0,Critical
Normal,Normal,0.040000000000000036,Palletizer Servo Drive / Gripper Bearing,0.65,0.9624999999999999,2.502500000000002,Low
Normal,Normal,0.0,Conveyor Belt / Roller Bearing,0.35,1.0,0.0,Low
OR,OR,1.0,Rotary Drive System (Main Drive Motor Bearing),0.8,0.9524999999999999,76.2,High
